pt	closure		sideband	template	total	fakefraction	fakefraction_up	fakefraction_down
20~25	0.00		0.05		0.03		0.06		0.44		0.47		0.41
25~30	0.05		0.00		0.03		0.06		0.36		0.38		0.34
30~35	0.01		0.05		0.03		0.06		0.30		0.32		0.28
35~40	0.01		0.06		0.05		0.08		0.25		0.27		0.23
40~50	0.26		0.03		0.04		0.27		0.20		0.25		0.15
50~60	0.23		0.03		0.02		0.24		0.16		0.20		0.12
60~100	0.18		0.08		0.02		0.20		0.13		0.16		0.10
100~400	0.18		0.05		0.10		0.21		0.09		0.11		0.07
