pt	closure		sideband	template	total	fakefraction	fakefraction_up	fakefraction_down
20~25	0.00		0.02		0.06		0.06		0.47		0.50		0.44
25~30	0.04		0.04		0.06		0.08		0.38		0.41		0.35
30~35	0.10		0.04		0.06		0.12		0.32		0.36		0.28
35~40	0.10		0.09		0.08		0.16		0.25		0.29		0.21
40~50	0.07		0.13		0.09		0.17		0.19		0.22		0.16
50~60	0.07		0.01		0.11		0.13		0.17		0.19		0.15
60~100	0.22		0.09		0.09		0.25		0.13		0.16		0.10
100~400	0.22		0.16		0.17		0.32		0.06		0.08		0.04
