pt range	chiso range	FakeNumber	fitFake_number	fitFake_Err	closure
#######################################################################################
20 <pt<25 	3<chiso range<8 	43.0676	55.4441	6.24881	1.98062
20 <pt<25 	3<chiso range<9 	43.0676	52.6149	5.93204	1.60945
20 <pt<25 	3<chiso range<10 	43.0676	52.4054	5.90881	1.58032
20 <pt<25 	3<chiso range<11 	43.0676	51.6244	5.8189	1.47052
20 <pt<25 	3<chiso range<12 	43.0676	50.5823	5.70207	1.31789
20 <pt<25 	3<chiso range<13 	43.0676	49.9196	5.62794	1.2175
20 <pt<25 	4<chiso range<9 	43.0676	52.2677	5.8908	1.56177
20 <pt<25 	4<chiso range<10 	43.0676	52.1199	5.87711	1.54026
20 <pt<25 	4<chiso range<11 	43.0676	51.2322	5.77428	1.41396
20 <pt<25 	4<chiso range<12 	43.0676	50.0524	5.64145	1.23812
20 <pt<25 	4<chiso range<13 	43.0676	49.3429	5.56212	1.12822
20 <pt<25 	5<chiso range<10 	43.0676	53.0674	5.98268	1.67146
20 <pt<25 	5<chiso range<11 	43.0676	51.9807	5.86149	1.52062
20 <pt<25 	5<chiso range<12 	43.0676	50.4927	5.6917	1.30455
20 <pt<25 	5<chiso range<13 	43.0676	49.6299	5.59517	1.17285
20 <pt<25 	6<chiso range<11 	43.0676	49.9803	5.63527	1.22668
20 <pt<25 	6<chiso range<12 	43.0676	48.4349	5.46198	0.982666
20 <pt<25 	6<chiso range<13 	43.0676	47.6335	5.37214	0.849922
20 <pt<25 	7<chiso range<12 	43.0676	47.2603	5.33079	0.786506
20 <pt<25 	7<chiso range<13 	43.0676	46.4585	5.24085	0.647013
20 <pt<25 	8<chiso range<13 	43.0676	42.7622	4.82547	0.0632892
#######################################################################################
25 <pt<30 	3<chiso range<8 	19.0728	19.6207	3.97478	0.137844
25 <pt<30 	3<chiso range<9 	19.0728	18.7118	3.79869	0.0950328
25 <pt<30 	3<chiso range<10 	19.0728	20.3059	4.10716	0.300232
25 <pt<30 	3<chiso range<11 	19.0728	19.8861	4.05809	0.200414
25 <pt<30 	3<chiso range<12 	19.0728	19.646	4.00865	0.142991
25 <pt<30 	3<chiso range<13 	19.0728	18.7756	3.84988	0.0771972
25 <pt<30 	4<chiso range<9 	19.0728	16.2827	3.3201	0.840366
25 <pt<30 	4<chiso range<10 	19.0728	18.3931	3.7363	0.181918
25 <pt<30 	4<chiso range<11 	19.0728	17.9512	3.66892	0.305703
25 <pt<30 	4<chiso range<12 	19.0728	17.8366	3.64442	0.339203
25 <pt<30 	4<chiso range<13 	19.0728	17.0329	3.49675	0.58337
25 <pt<30 	5<chiso range<10 	19.0728	20.6401	4.17111	0.375751
25 <pt<30 	5<chiso range<11 	19.0728	19.4829	3.96544	0.103419
25 <pt<30 	5<chiso range<12 	19.0728	19.1946	3.90726	0.0311727
25 <pt<30 	5<chiso range<13 	19.0728	18.0424	3.70215	0.278325
25 <pt<30 	6<chiso range<11 	19.0728	19.8986	4.06544	0.203127
25 <pt<30 	6<chiso range<12 	19.0728	19.4932	3.98159	0.105586
25 <pt<30 	6<chiso range<13 	19.0728	18.0476	3.70691	0.276565
25 <pt<30 	7<chiso range<12 	19.0728	9.65623	15.6086	0.603294
25 <pt<30 	7<chiso range<13 	19.0728	17.2016	3.5343	0.52944
25 <pt<30 	8<chiso range<13 	19.0728	17.1035	3.51143	0.560826
#######################################################################################
30 <pt<40 	3<chiso range<8 	16.4887	15.0581	3.48204	0.410851
30 <pt<40 	3<chiso range<9 	16.4887	15.8438	3.66098	0.176155
30 <pt<40 	3<chiso range<10 	16.4887	15.854	3.66446	0.173204
30 <pt<40 	3<chiso range<11 	16.4887	15.1745	3.50832	0.374595
30 <pt<40 	3<chiso range<12 	16.4887	15.8199	3.65775	0.182845
30 <pt<40 	3<chiso range<13 	16.4887	14.9792	3.46326	0.435861
30 <pt<40 	4<chiso range<9 	16.4887	16.4658	3.80644	0.00601612
30 <pt<40 	4<chiso range<10 	16.4887	16.4131	3.79487	0.0199216
30 <pt<40 	4<chiso range<11 	16.4887	15.5187	3.58895	0.270274
30 <pt<40 	4<chiso range<12 	16.4887	16.2717	3.76281	0.0576697
30 <pt<40 	4<chiso range<13 	16.4887	15.2332	3.523	0.356372
30 <pt<40 	5<chiso range<10 	16.4887	16.4749	3.80913	0.00362287
30 <pt<40 	5<chiso range<11 	16.4887	15.4402	3.57073	0.293637
30 <pt<40 	5<chiso range<12 	16.4887	16.315	3.77256	0.046043
30 <pt<40 	5<chiso range<13 	16.4887	15.1333	3.49987	0.387272
30 <pt<40 	6<chiso range<11 	16.4887	15.1103	3.49497	0.394395
30 <pt<40 	6<chiso range<12 	16.4887	16.1759	3.73946	0.0836484
30 <pt<40 	6<chiso range<13 	16.4887	14.8357	3.43237	0.481591
30 <pt<40 	7<chiso range<12 	16.4887	17.383	4.01491	0.222745
30 <pt<40 	7<chiso range<13 	16.4887	15.3122	3.5422	0.332138
30 <pt<40 	8<chiso range<13 	16.4887	14.8598	3.43474	0.474243
#######################################################################################
40 <pt<60 	3<chiso range<8 	7.62912	5.7913	2.01759	0.910899
40 <pt<60 	3<chiso range<9 	7.62912	6.06785	2.11403	0.738528
40 <pt<60 	3<chiso range<10 	7.62912	6.14782	2.14081	0.691934
40 <pt<60 	3<chiso range<11 	7.62912	6.09479	2.12214	0.723011
40 <pt<60 	3<chiso range<12 	7.62912	6.07818	2.11609	0.732927
40 <pt<60 	3<chiso range<13 	7.62912	6.21802	2.1637	0.65217
40 <pt<60 	4<chiso range<9 	7.62912	5.8115	2.02401	0.898029
40 <pt<60 	4<chiso range<10 	7.62912	5.93338	2.0643	0.82146
40 <pt<60 	4<chiso range<11 	7.62912	5.89872	2.05199	0.843279
40 <pt<60 	4<chiso range<12 	7.62912	5.89886	2.05175	0.843309
40 <pt<60 	4<chiso range<13 	7.62912	6.0518	2.10463	0.749452
40 <pt<60 	5<chiso range<10 	7.62912	5.93269	2.06638	0.820967
40 <pt<60 	5<chiso range<11 	7.62912	5.89902	2.05386	0.842365
40 <pt<60 	5<chiso range<12 	7.62912	5.89989	2.0538	0.841966
40 <pt<60 	5<chiso range<13 	7.62912	6.07361	2.11388	0.735855
40 <pt<60 	6<chiso range<11 	7.62912	6.7139	2.32692	0.393318
40 <pt<60 	6<chiso range<12 	7.62912	6.60269	2.28896	0.448426
40 <pt<60 	6<chiso range<13 	7.62912	6.7487	2.3388	0.376441
40 <pt<60 	7<chiso range<12 	7.62912	5.8407	2.02809	0.881825
40 <pt<60 	7<chiso range<13 	7.62912	6.12145	2.12436	0.709706
40 <pt<60 	8<chiso range<13 	7.62912	6.51138	10.5252	0.106197
#######################################################################################
60 <pt<400 	3<chiso range<8 	3.69151	3.6347	1.38642	0.040976
60 <pt<400 	3<chiso range<9 	3.69151	3.89966	1.4868	0.139999
60 <pt<400 	3<chiso range<10 	3.69151	3.33954	1.27393	0.276287
60 <pt<400 	3<chiso range<11 	3.69151	3.32497	1.26894	0.288855
60 <pt<400 	3<chiso range<12 	3.69151	3.06262	1.16918	0.53789
60 <pt<400 	3<chiso range<13 	3.69151	3.43136	1.30937	0.198683
60 <pt<400 	4<chiso range<9 	3.69151	3.7829	1.44331	0.0633197
60 <pt<400 	4<chiso range<10 	3.69151	3.10304	1.18464	0.49675
60 <pt<400 	4<chiso range<11 	3.69151	3.10437	1.18512	0.495427
60 <pt<400 	4<chiso range<12 	3.69151	2.83382	1.08227	0.792492
60 <pt<400 	4<chiso range<13 	3.69151	3.2863	1.25422	0.323077
60 <pt<400 	5<chiso range<10 	3.69151	3.49301	1.33333	0.148875
60 <pt<400 	5<chiso range<11 	3.69151	3.44097	1.31259	0.190875
60 <pt<400 	5<chiso range<12 	3.69151	3.04681	1.16333	0.554185
60 <pt<400 	5<chiso range<13 	3.69151	3.57802	1.36571	0.0830996
60 <pt<400 	6<chiso range<11 	3.69151	3.48967	1.33107	0.151637
60 <pt<400 	6<chiso range<12 	3.69151	2.9712	1.13399	0.6352
60 <pt<400 	6<chiso range<13 	3.69151	3.57295	1.3636	0.0869463
60 <pt<400 	7<chiso range<12 	3.69151	2.31394	0.883913	1.55849
60 <pt<400 	7<chiso range<13 	3.69151	2.92102	1.11491	0.691078
60 <pt<400 	8<chiso range<13 	3.69151	3.19909	1.2209	0.403325
#######################################################################################
