pt range	chiso range	TrueNumber	fitTrue_number	fitTrue_error	closureTrue_test
25  <pt<30 	4<chiso range<9 	40.3498	43.4677	8.25823	0.377551
25  <pt<30 	4<chiso range<10 	40.3498	41.4605	8.39406	0.13232
25  <pt<30 	4<chiso range<11 	40.3498	41.6834	8.42541	0.158283
25  <pt<30 	4<chiso range<12 	40.3498	41.8039	8.41211	0.172858
25  <pt<30 	4<chiso range<13 	40.3498	42.394	8.39695	0.243446
25  <pt<30 	5<chiso range<10 	40.3498	39.3602	8.54109	0.115863
25  <pt<30 	5<chiso range<11 	40.3498	40.267	8.51477	0.00972428
25  <pt<30 	5<chiso range<12 	40.3498	40.561	8.49034	0.0248753
25  <pt<30 	5<chiso range<13 	40.3498	41.4146	8.48299	0.125522
25  <pt<30 	6<chiso range<11 	40.3498	39.7255	8.60418	0.0725578
25  <pt<30 	6<chiso range<12 	40.3498	40.1161	8.55918	0.027304
25  <pt<30 	6<chiso range<13 	40.3498	41.346	8.4977	0.117232
25  <pt<30 	7<chiso range<12 	40.3498	41.3638	34.8064	0.0291326
25  <pt<30 	7<chiso range<13 	40.3498	42.1689	8.42471	0.215924
25  <pt<30 	8<chiso range<13 	40.3498	42.2523	8.4106	0.226203
#######################################################################################
30  <pt<40 	3<chiso range<8 	44.23	45.4334	8.46412	0.142177
30  <pt<40 	3<chiso range<9 	44.23	44.6589	8.53746	0.0502374
30  <pt<40 	3<chiso range<10 	44.23	44.6494	8.5407	0.049106
30  <pt<40 	3<chiso range<11 	44.23	45.3173	8.47448	0.128303
30  <pt<40 	3<chiso range<12 	44.23	44.6844	8.53945	0.0532119
30  <pt<40 	3<chiso range<13 	44.23	45.5098	8.45538	0.151359
30  <pt<40 	4<chiso range<9 	44.23	44.0916	8.61047	0.0160735
30  <pt<40 	4<chiso range<10 	44.23	44.102	8.60018	0.0148834
30  <pt<40 	4<chiso range<11 	44.23	44.9857	8.51022	0.0887991
30  <pt<40 	4<chiso range<12 	44.23	44.2505	8.58579	0.00238767
30  <pt<40 	4<chiso range<13 	44.23	45.2642	8.48213	0.121927
30  <pt<40 	5<chiso range<10 	44.23	44.0873	8.6121	0.0165697
30  <pt<40 	5<chiso range<11 	44.23	45.0638	8.50215	0.0980693
30  <pt<40 	5<chiso range<12 	44.23	44.2109	8.58943	0.00222366
30  <pt<40 	5<chiso range<13 	44.23	45.362	8.47221	0.133613
30  <pt<40 	6<chiso range<11 	44.23	45.4315	8.46607	0.141919
30  <pt<40 	6<chiso range<12 	44.23	44.4072	8.56704	0.0206839
30  <pt<40 	6<chiso range<13 	44.23	45.6763	8.44348	0.171292
30  <pt<40 	7<chiso range<12 	44.23	43.278	8.6876	0.109581
30  <pt<40 	7<chiso range<13 	44.23	45.2101	8.48948	0.115449
30  <pt<40 	8<chiso range<13 	44.23	45.6269	8.44183	0.165474
#######################################################################################
40  <pt<60 	3<chiso range<8 	38.4172	40.1979	6.97143	0.255428
40  <pt<60 	3<chiso range<9 	38.4172	39.8506	6.98689	0.205156
40  <pt<60 	3<chiso range<10 	38.4172	39.7993	6.99101	0.197697
40  <pt<60 	3<chiso range<11 	38.4172	39.8558	6.98375	0.205992
40  <pt<60 	3<chiso range<12 	38.4172	39.8767	6.9807	0.209076
40  <pt<60 	3<chiso range<13 	38.4172	39.7875	7.00302	0.195673
40  <pt<60 	4<chiso range<9 	38.4172	40.195	6.97074	0.255037
40  <pt<60 	4<chiso range<10 	38.4172	40.1077	6.97635	0.242319
40  <pt<60 	4<chiso range<11 	38.4172	40.1467	6.9719	0.248067
40  <pt<60 	4<chiso range<12 	38.4172	40.1507	6.97103	0.248672
40  <pt<60 	4<chiso range<13 	38.4172	39.9321	6.96939	0.217365
40  <pt<60 	5<chiso range<10 	38.4172	40.0051	6.96715	0.227912
40  <pt<60 	5<chiso range<11 	38.4172	40.1178	6.97774	0.243718
40  <pt<60 	5<chiso range<12 	38.4172	40.1236	6.97656	0.24459
40  <pt<60 	5<chiso range<13 	38.4172	39.8902	6.97784	0.211097
40  <pt<60 	6<chiso range<11 	38.4172	39.406	7.03913	0.140472
40  <pt<60 	6<chiso range<12 	38.4172	39.5134	7.02793	0.155978
40  <pt<60 	6<chiso range<13 	38.4172	39.3724	7.04265	0.135631
40  <pt<60 	7<chiso range<12 	38.4172	40.2523	6.95515	0.263848
40  <pt<60 	7<chiso range<13 	38.4172	39.9802	6.98131	0.223883
40  <pt<60 	8<chiso range<13 	38.4172	27.0487	22.7607	0.499479
#######################################################################################
60  <pt<400 	3<chiso range<8 	34.7513	34.7844	6.23316	0.00531031
60  <pt<400 	3<chiso range<9 	34.7513	34.5246	6.25667	0.0362333
60  <pt<400 	3<chiso range<10 	34.7513	35.0589	6.20324	0.049587
60  <pt<400 	3<chiso range<11 	34.7513	35.0681	6.20343	0.0510685
60  <pt<400 	3<chiso range<12 	34.7513	35.2979	6.1736	0.0885383
60  <pt<400 	3<chiso range<13 	34.7513	34.9884	6.21709	0.0381368
60  <pt<400 	4<chiso range<9 	34.7513	34.6311	6.24786	0.0192386
60  <pt<400 	4<chiso range<10 	34.7513	35.3014	6.1888	0.0888864
60  <pt<400 	4<chiso range<11 	34.7513	35.3018	6.18875	0.0889517
60  <pt<400 	4<chiso range<12 	34.7513	35.5757	6.17025	0.133609
60  <pt<400 	4<chiso range<13 	34.7513	35.1051	6.19993	0.0570652
60  <pt<400 	5<chiso range<10 	34.7513	34.9236	6.2235	0.0276854
60  <pt<400 	5<chiso range<11 	34.7513	34.9864	6.21647	0.0378189
60  <pt<400 	5<chiso range<12 	34.7513	35.3661	6.18616	0.0993831
60  <pt<400 	5<chiso range<13 	34.7513	34.8379	6.23099	0.0138983
60  <pt<400 	6<chiso range<11 	34.7513	34.9381	6.22051	0.0300297
60  <pt<400 	6<chiso range<12 	34.7513	35.4482	6.17871	0.112791
60  <pt<400 	6<chiso range<13 	34.7513	34.8458	6.22999	0.0151686
60  <pt<400 	7<chiso range<12 	34.7513	36.1053	6.13571	0.220675
60  <pt<400 	7<chiso range<13 	34.7513	35.4978	6.17497	0.120891
60  <pt<400 	8<chiso range<13 	34.7513	35.202	6.1943	0.0727604
#######################################################################################
