pt range	chiso range	TrueNumber	fitTrue_number	fitTrue_error	closureTrue_test
#######################################################################################
20  <pt<25 	3<chiso range<8 	66.9233	54.3114	12.1713	1.0362
20  <pt<25 	3<chiso range<9 	66.9233	57.1435	12.0117	0.814189
20  <pt<25 	3<chiso range<10 	66.9233	57.3526	12.001	0.797492
20  <pt<25 	3<chiso range<11 	66.9233	58.0608	11.9544	0.741359
20  <pt<25 	3<chiso range<12 	66.9233	59.12	11.8967	0.655921
20  <pt<25 	3<chiso range<13 	66.9233	59.7894	11.8613	0.601443
20  <pt<25 	4<chiso range<9 	66.9233	57.5602	11.9815	0.781463
20  <pt<25 	4<chiso range<10 	66.9233	57.6284	11.9867	0.775434
20  <pt<25 	4<chiso range<11 	66.9233	58.4778	11.9295	0.707951
20  <pt<25 	4<chiso range<12 	66.9233	59.6958	11.8619	0.609304
20  <pt<25 	4<chiso range<13 	66.9233	60.4106	11.8247	0.550771
20  <pt<25 	5<chiso range<10 	66.9233	56.6994	12.0361	0.849436
20  <pt<25 	5<chiso range<11 	66.9233	57.7688	11.979	0.764212
20  <pt<25 	5<chiso range<12 	66.9233	59.2214	11.8902	0.647752
20  <pt<25 	5<chiso range<13 	66.9233	60.0929	11.8443	0.576682
20  <pt<25 	6<chiso range<11 	66.9233	59.7172	11.8668	0.607249
20  <pt<25 	6<chiso range<12 	66.9233	61.2788	11.7848	0.478964
20  <pt<25 	6<chiso range<13 	66.9233	62.0888	11.7433	0.411682
20  <pt<25 	7<chiso range<12 	66.9233	62.4497	11.7266	0.381492
20  <pt<25 	7<chiso range<13 	66.9233	63.2586	11.686	0.313597
20  <pt<25 	8<chiso range<13 	66.9233	66.991	11.5045	0.00588465
#######################################################################################
25  <pt<30 	3<chiso range<8 	40.3498	40.2897	8.47167	0.00709423
25  <pt<30 	3<chiso range<9 	40.3498	41.1603	8.41505	0.0963155
25  <pt<30 	3<chiso range<10 	40.3498	39.6698	8.51941	0.0798177
25  <pt<30 	3<chiso range<11 	40.3498	39.7855	8.58774	0.06571
25  <pt<30 	3<chiso range<12 	40.3498	39.9989	8.56023	0.0409919
25  <pt<30 	3<chiso range<13 	40.3498	40.6919	8.54209	0.0400487
