pt range	chiso range	FakeNumber	fitFake_number	fitFake_Err	closure
35 <pt<50 	5<chiso range<10 	4.94066e-324	13.2749	3.73998	3.54946
35 <pt<50 	5<chiso range<11 	4.94066e-324	13.4669	3.70564	3.63416
35 <pt<50 	5<chiso range<12 	4.94066e-324	13.6275	3.66042	3.72293
35 <pt<50 	5<chiso range<13 	4.94066e-324	14.0174	3.72917	3.75885
35 <pt<50 	6<chiso range<11 	4.94066e-324	13.3485	4.06188	3.28629
35 <pt<50 	6<chiso range<12 	4.94066e-324	13.3579	3.80006	3.51518
35 <pt<50 	6<chiso range<13 	4.94066e-324	13.8258	3.87058	3.57202
35 <pt<50 	7<chiso range<12 	4.94066e-324	13.6649	3.93016	3.47693
35 <pt<50 	7<chiso range<13 	4.94066e-324	14.1632	3.96796	3.56939
35 <pt<50 	8<chiso range<13 	4.94066e-324	14.4754	4.32185	3.34935
#######################################################################################
50 <pt<60 	3<chiso range<8 	4.94066e-324	2.86495	1.74783	1.63915
50 <pt<60 	3<chiso range<9 	4.94066e-324	2.99385	1.79161	1.67104
50 <pt<60 	3<chiso range<10 	4.94066e-324	2.88409	1.69824	1.69828
50 <pt<60 	3<chiso range<11 	4.94066e-324	2.681	1.55665	1.72229
50 <pt<60 	3<chiso range<12 	4.94066e-324	2.853	1.63676	1.74308
50 <pt<60 	3<chiso range<13 	4.94066e-324	2.67479	1.52187	1.75757
50 <pt<60 	4<chiso range<9 	4.94066e-324	2.91741	1.81629	1.60625
50 <pt<60 	4<chiso range<10 	4.94066e-324	2.79358	1.69626	1.64691
50 <pt<60 	4<chiso range<11 	4.94066e-324	2.56818	1.52608	1.68286
50 <pt<60 	4<chiso range<12 	4.94066e-324	2.77998	1.62659	1.70908
50 <pt<60 	4<chiso range<13 	4.94066e-324	2.58207	1.49325	1.72916
50 <pt<60 	5<chiso range<10 	4.94066e-324	2.98532	1.91112	1.56208
50 <pt<60 	5<chiso range<11 	4.94066e-324	2.63941	1.62665	1.6226
50 <pt<60 	5<chiso range<12 	4.94066e-324	2.90724	1.7544	1.65711
50 <pt<60 	5<chiso range<13 	4.94066e-324	2.64341	1.56663	1.68732
50 <pt<60 	6<chiso range<11 	4.94066e-324	2.36611	1.50976	1.56721
50 <pt<60 	6<chiso range<12 	4.94066e-324	2.69749	1.67697	1.60855
50 <pt<60 	6<chiso range<13 	4.94066e-324	2.44416	1.48257	1.6486
50 <pt<60 	7<chiso range<12 	4.94066e-324	2.81988	1.82051	1.54895
50 <pt<60 	7<chiso range<13 	4.94066e-324	2.55835	1.58598	1.6131
50 <pt<60 	8<chiso range<13 	4.94066e-324	2.5114	1.5699	1.59972
#######################################################################################
60 <pt<400 	3<chiso range<8 	4.94066e-324	3.83049	2.24535	1.70597
60 <pt<400 	3<chiso range<9 	4.94066e-324	3.75965	2.1625	1.73857
60 <pt<400 	3<chiso range<10 	4.94066e-324	3.73785	2.11686	1.76575
60 <pt<400 	3<chiso range<11 	4.94066e-324	3.71285	2.07627	1.78823
60 <pt<400 	3<chiso range<12 	4.94066e-324	3.80453	2.11173	1.80162
60 <pt<400 	3<chiso range<13 	4.94066e-324	3.82944	2.11225	1.81297
60 <pt<400 	4<chiso range<9 	4.94066e-324	3.98065	2.34895	1.69465
60 <pt<400 	4<chiso range<10 	4.94066e-324	3.91493	2.25879	1.7332
60 <pt<400 	4<chiso range<11 	4.94066e-324	3.86122	2.19022	1.76294
60 <pt<400 	4<chiso range<12 	4.94066e-324	3.95144	2.21953	1.7803
60 <pt<400 	4<chiso range<13 	4.94066e-324	3.96711	2.21048	1.79468
60 <pt<400 	5<chiso range<10 	4.94066e-324	4.19162	2.49221	1.68189
