pt range	chiso range	FakeNumber	fitFake_number	fitFake_Err	closure
35 <pt<50 	6<chiso range<13 	24.9792	29.0277	4.60087	0.879942
35 <pt<50 	7<chiso range<12 	24.9792	30.3802	4.81359	1.12203
35 <pt<50 	7<chiso range<13 	24.9792	31.4941	4.9881	1.30609
35 <pt<50 	8<chiso range<13 	24.9792	30.7054	4.86448	1.17715
#######################################################################################
50 <pt<60 	3<chiso range<8 	5.90642	11.4119	3.70918	1.48428
50 <pt<60 	3<chiso range<9 	5.90642	11.1256	3.6229	1.44061
50 <pt<60 	3<chiso range<10 	5.90642	9.51767	3.1252	1.15553
50 <pt<60 	3<chiso range<11 	5.90642	7.72212	2.5531	0.711175
50 <pt<60 	3<chiso range<12 	5.90642	7.26764	2.40633	0.565683
50 <pt<60 	3<chiso range<13 	5.90642	7.05656	2.33777	0.491982
50 <pt<60 	4<chiso range<9 	5.90642	13.4277	4.29277	1.75208
50 <pt<60 	4<chiso range<10 	5.90642	10.7505	3.50866	1.38061
50 <pt<60 	4<chiso range<11 	5.90642	8.36662	2.76073	0.891141
50 <pt<60 	4<chiso range<12 	5.90642	7.72882	2.55539	0.713159
50 <pt<60 	4<chiso range<13 	5.90642	7.44335	2.46306	0.623992
50 <pt<60 	5<chiso range<10 	5.90642	9.6961	3.18132	1.19123
50 <pt<60 	5<chiso range<11 	5.90642	7.36902	2.43922	0.599618
50 <pt<60 	5<chiso range<12 	5.90642	6.86767	2.27668	0.422216
50 <pt<60 	5<chiso range<13 	5.90642	6.65048	2.20585	0.337312
50 <pt<60 	6<chiso range<11 	5.90642	6.85621	2.27296	0.417865
50 <pt<60 	6<chiso range<12 	5.90642	6.3801	2.11792	0.223653
50 <pt<60 	6<chiso range<13 	5.90642	6.20258	2.05995	0.14377
50 <pt<60 	7<chiso range<12 	5.90642	5.27653	1.75654	0.358597
50 <pt<60 	7<chiso range<13 	5.90642	5.22514	1.73942	0.391671
50 <pt<60 	8<chiso range<13 	5.90642	3.85375	1.28671	1.59529
#######################################################################################
60 <pt<400 	3<chiso range<8 	7.99827	6.76671	2.1952	0.561024
60 <pt<400 	3<chiso range<9 	7.99827	6.98088	2.2643	0.449318
60 <pt<400 	3<chiso range<10 	7.99827	6.41661	2.08238	0.759544
60 <pt<400 	3<chiso range<11 	7.99827	6.11141	1.98392	0.951077
60 <pt<400 	3<chiso range<12 	7.99827	6.26506	2.03349	0.852333
60 <pt<400 	3<chiso range<13 	7.99827	6.17984	2.00598	0.906505
60 <pt<400 	4<chiso range<9 	7.99827	7.26134	2.35477	0.312952
60 <pt<400 	4<chiso range<10 	7.99827	6.51647	2.11466	0.700727
60 <pt<400 	4<chiso range<11 	7.99827	6.14014	1.99326	0.932207
60 <pt<400 	4<chiso range<12 	7.99827	6.31614	2.05003	0.820539
60 <pt<400 	4<chiso range<13 	7.99827	6.21317	2.01678	0.885124
60 <pt<400 	5<chiso range<10 	7.99827	6.53242	2.11986	0.691484
60 <pt<400 	5<chiso range<11 	7.99827	6.08228	1.97463	0.970303
60 <pt<400 	5<chiso range<12 	7.99827	6.29577	2.04349	0.833134
60 <pt<400 	5<chiso range<13 	7.99827	6.17997	2.00609	0.90639
60 <pt<400 	6<chiso range<11 	7.99827	4.74393	1.54147	2.11119
60 <pt<400 	6<chiso range<12 	7.99827	5.23496	1.70006	1.62542
60 <pt<400 	6<chiso range<13 	7.99827	5.22488	1.69676	1.63452
60 <pt<400 	7<chiso range<12 	7.99827	5.10812	1.65894	1.74217
60 <pt<400 	7<chiso range<13 	7.99827	5.11299	1.66049	1.73761
60 <pt<400 	8<chiso range<13 	7.99827	5.48751	1.78183	1.40909
#######################################################################################
