pt range	chiso range	TrueNumber	fitTrue_number	fitTrue_error	closureTrue_test
#######################################################################################
20  <pt<25 	3<chiso range<8 	57.9362	73.1547	15.1411	1.00511
20  <pt<25 	3<chiso range<9 	57.9362	71.8173	15.1894	0.913868
20  <pt<25 	3<chiso range<10 	57.9362	71.7462	15.1925	0.909001
20  <pt<25 	3<chiso range<11 	57.9362	75.8972	15.0441	1.19389
20  <pt<25 	3<chiso range<12 	57.9362	75.3469	15.0638	1.1558
20  <pt<25 	3<chiso range<13 	57.9362	75.454	15.0599	1.16321
20  <pt<25 	4<chiso range<9 	57.9362	66.603	15.3823	0.563427
20  <pt<25 	4<chiso range<10 	57.9362	67.2944	15.3571	0.609373
20  <pt<25 	4<chiso range<11 	57.9362	72.8646	15.1531	0.985171
20  <pt<25 	4<chiso range<12 	57.9362	72.4999	15.1665	0.960255
20  <pt<25 	4<chiso range<13 	57.9362	72.7719	15.1564	0.978841
20  <pt<25 	5<chiso range<10 	57.9362	70.7427	15.2298	0.840884
20  <pt<25 	5<chiso range<11 	57.9362	77.1232	15.0019	1.27897
20  <pt<25 	5<chiso range<12 	57.9362	76.1841	15.0351	1.21369
20  <pt<25 	5<chiso range<13 	57.9362	76.2853	15.0313	1.22073
20  <pt<25 	6<chiso range<11 	57.9362	80.0875	14.9009	1.48657
20  <pt<25 	6<chiso range<12 	57.9362	78.5263	14.9551	1.37679
20  <pt<25 	6<chiso range<13 	57.9362	78.4781	14.9565	1.37344
20  <pt<25 	7<chiso range<12 	57.9362	72.8762	15.1538	0.985891
20  <pt<25 	7<chiso range<13 	57.9362	73.3314	15.1369	1.01706
20  <pt<25 	8<chiso range<13 	57.9362	79.3041	14.9291	1.43129
#######################################################################################
25  <pt<30 	3<chiso range<8 	37.2346	51.716	10.4674	1.38348
25  <pt<30 	3<chiso range<9 	37.2346	51.6089	10.4725	1.37258
25  <pt<30 	3<chiso range<10 	37.2346	51.2885	10.4879	1.34001
25  <pt<30 	3<chiso range<11 	37.2346	52.5576	10.428	1.46941
25  <pt<30 	3<chiso range<12 	37.2346	52.1581	10.4467	1.42854
25  <pt<30 	3<chiso range<13 	37.2346	53.1084	10.4024	1.52597
25  <pt<30 	4<chiso range<9 	37.2346	45.9983	10.7677	0.813888
25  <pt<30 	4<chiso range<10 	37.2346	46.3543	10.7487	0.848447
25  <pt<30 	4<chiso range<11 	37.2346	48.6058	10.6317	1.06956
25  <pt<30 	4<chiso range<12 	37.2346	48.496	10.6373	1.05867
25  <pt<30 	4<chiso range<13 	37.2346	49.9231	10.5646	1.20104
25  <pt<30 	5<chiso range<10 	37.2346	48.4216	10.6409	1.05132
25  <pt<30 	5<chiso range<11 	37.2346	50.7955	10.5214	1.28889
25  <pt<30 	5<chiso range<12 	37.2346	50.4176	10.54	1.25076
25  <pt<30 	5<chiso range<13 	37.2346	51.8892	10.4595	1.40108
25  <pt<30 	6<chiso range<11 	37.2346	51.1702	10.5031	1.32681
25  <pt<30 	6<chiso range<12 	37.2346	50.6684	10.5277	1.27604
25  <pt<30 	6<chiso range<13 	37.2346	52.3753	10.4367	1.45072
25  <pt<30 	7<chiso range<12 	37.2346	51.4719	10.4799	1.35853
25  <pt<30 	7<chiso range<13 	37.2346	53.4197	10.3886	1.55797
25  <pt<30 	8<chiso range<13 	37.2346	55.2879	10.3043	1.75202
#######################################################################################
30  <pt<35 	3<chiso range<8 	25.0732	18.8419	8.66866	0.718831
30  <pt<35 	3<chiso range<9 	25.0732	23.6526	8.25936	0.171999
30  <pt<35 	3<chiso range<10 	25.0732	23.5243	8.26967	0.187299
30  <pt<35 	3<chiso range<11 	25.0732	25.2902	8.12838	0.0266966
30  <pt<35 	3<chiso range<12 	25.0732	26.4465	8.04014	0.170805
30  <pt<35 	3<chiso range<13 	25.0732	27.1012	7.98432	0.253998
30  <pt<35 	4<chiso range<9 	25.0732	22.2005	8.37951	0.342824
30  <pt<35 	4<chiso range<10 	25.0732	22.2819	8.37251	0.333389
30  <pt<35 	4<chiso range<11 	25.0732	24.5112	8.18986	0.0686214
30  <pt<35 	4<chiso range<12 	25.0732	25.9438	8.07846	0.107768
30  <pt<35 	4<chiso range<13 	25.0732	26.7244	8.01194	0.206092
30  <pt<35 	5<chiso range<10 	25.0732	24.8539	8.16282	0.0268657
30  <pt<35 	5<chiso range<11 	25.0732	27.0214	7.99011	0.243826
30  <pt<35 	5<chiso range<12 	25.0732	28.258	7.90144	0.403066
30  <pt<35 	5<chiso range<13 	25.0732	28.9718	7.85181	0.496522
30  <pt<35 	6<chiso range<11 	25.0732	29.0645	7.84509	0.508764
30  <pt<35 	6<chiso range<12 	25.0732	30.1828	7.7701	0.657598
30  <pt<35 	6<chiso range<13 	25.0732	30.8625	7.72599	0.749328
30  <pt<35 	7<chiso range<12 	25.0732	31.2503	7.70131	0.802084
30  <pt<35 	7<chiso range<13 	25.0732	31.9371	7.6586	0.896234
30  <pt<35 	8<chiso range<13 	25.0732	35.5035	7.45759	1.39862
#######################################################################################
35  <pt<50 	3<chiso range<8 	41.6654	44.9754	9.23879	0.358272
35  <pt<50 	3<chiso range<9 	41.6654	44.7782	9.25208	0.336443
35  <pt<50 	3<chiso range<10 	41.6654	45.3701	9.21224	0.40215
35  <pt<50 	3<chiso range<11 	41.6654	43.8376	9.3159	0.233171
35  <pt<50 	3<chiso range<12 	41.6654	43.5354	9.33725	0.200273
35  <pt<50 	3<chiso range<13 	41.6654	42.7719	9.39157	0.117818
35  <pt<50 	4<chiso range<9 	41.6654	42.137	9.4374	0.0499714
35  <pt<50 	4<chiso range<10 	41.6654	43.3021	9.35352	0.174982
35  <pt<50 	4<chiso range<11 	41.6654	41.6102	9.47646	0.00582496
35  <pt<50 	4<chiso range<12 	41.6654	41.3977	9.49249	0.0282012
35  <pt<50 	4<chiso range<13 	41.6654	40.6288	9.5503	0.108541
35  <pt<50 	5<chiso range<10 	41.6654	43.3311	9.35128	0.178125
35  <pt<50 	5<chiso range<11 	41.6654	41.3212	9.4978	0.03624
35  <pt<50 	5<chiso range<12 	41.6654	41.0951	9.515	0.0599369
35  <pt<50 	5<chiso range<13 	41.6654	40.2273	9.5808	0.150102
35  <pt<50 	6<chiso range<11 	41.6654	42.55	9.40714	0.094035
35  <pt<50 	6<chiso range<12 	41.6654	42.1699	9.43507	0.0534707
