pt range	chiso range	TrueNumber	fitTrue_number	fitTrue_error	closureTrue_test
35  <pt<50 	6<chiso range<13 	41.6654	41.0699	9.51657	0.0625751
35  <pt<50 	7<chiso range<12 	41.6654	39.7177	9.62086	0.202446
35  <pt<50 	7<chiso range<13 	41.6654	38.6002	9.70847	0.315724
35  <pt<50 	8<chiso range<13 	41.6654	39.3909	9.64605	0.235796
#######################################################################################
50  <pt<60 	3<chiso range<8 	13.732	9.65439	5.81494	0.70123
50  <pt<60 	3<chiso range<9 	13.732	9.94237	5.76189	0.657706
50  <pt<60 	3<chiso range<10 	13.732	11.5546	5.47031	0.39804
50  <pt<60 	3<chiso range<11 	13.732	13.3696	5.17533	0.0700245
50  <pt<60 	3<chiso range<12 	13.732	13.8147	5.10476	0.0162006
50  <pt<60 	3<chiso range<13 	13.732	14.0221	5.07285	0.0571868
50  <pt<60 	4<chiso range<9 	13.732	7.63268	6.19448	0.984638
50  <pt<60 	4<chiso range<10 	13.732	10.3194	5.69275	0.599464
50  <pt<60 	4<chiso range<11 	13.732	12.7077	5.27655	0.194123
50  <pt<60 	4<chiso range<12 	13.732	13.3635	5.1766	0.0711857
50  <pt<60 	4<chiso range<13 	13.732	13.6418	5.1315	0.0175777
50  <pt<60 	5<chiso range<10 	13.732	11.3761	5.50185	0.428201
50  <pt<60 	5<chiso range<11 	13.732	13.7154	5.12037	0.00324195
50  <pt<60 	5<chiso range<12 	13.732	14.2097	5.04557	0.0946771
50  <pt<60 	5<chiso range<13 	13.732	14.4139	5.0123	0.136045
50  <pt<60 	6<chiso range<11 	13.732	14.2211	5.04393	0.096968
50  <pt<60 	6<chiso range<12 	13.732	14.6924	4.97669	0.19298
50  <pt<60 	6<chiso range<13 	13.732	14.8708	4.95328	0.229908
50  <pt<60 	7<chiso range<12 	13.732	15.8009	4.83816	0.427621
50  <pt<60 	7<chiso range<13 	13.732	15.8514	4.8318	0.438636
50  <pt<60 	8<chiso range<13 	13.732	17.2198	4.69009	0.743653
#######################################################################################
60  <pt<400 	3<chiso range<8 	31.9429	34.551	6.70015	0.38926
60  <pt<400 	3<chiso range<9 	31.9429	34.3428	6.7242	0.356905
60  <pt<400 	3<chiso range<10 	31.9429	34.8902	6.66197	0.442407
60  <pt<400 	3<chiso range<11 	31.9429	35.1835	6.62943	0.48882
60  <pt<400 	3<chiso range<12 	31.9429	35.0361	6.64572	0.465442
60  <pt<400 	3<chiso range<13 	31.9429	35.1178	6.63663	0.47839
60  <pt<400 	4<chiso range<9 	31.9429	34.069	6.75636	0.314681
60  <pt<400 	4<chiso range<10 	31.9429	34.7942	6.67289	0.427296
60  <pt<400 	4<chiso range<11 	31.9429	35.1563	6.63256	0.484489
60  <pt<400 	4<chiso range<12 	31.9429	34.9873	6.65126	0.457718
60  <pt<400 	4<chiso range<13 	31.9429	35.0861	6.64024	0.473356
60  <pt<400 	5<chiso range<10 	31.9429	34.779	6.6747	0.424903
60  <pt<400 	5<chiso range<11 	31.9429	35.2119	6.62652	0.493321
60  <pt<400 	5<chiso range<12 	31.9429	35.007	6.64913	0.460827
60  <pt<400 	5<chiso range<13 	31.9429	35.118	6.63675	0.478412
60  <pt<400 	6<chiso range<11 	31.9429	36.5548	6.5105	0.708379
60  <pt<400 	6<chiso range<12 	31.9429	36.1172	6.56159	0.636172
60  <pt<400 	6<chiso range<13 	31.9429	36.1271	6.56068	0.637769
60  <pt<400 	7<chiso range<12 	31.9429	36.2431	6.55076	0.656443
60  <pt<400 	7<chiso range<13 	31.9429	36.2381	6.55113	0.655643
60  <pt<400 	8<chiso range<13 	31.9429	35.8658	6.58382	0.595839
#######################################################################################
