pt range	chiso range	TrueNumber	fitTrue_number	fitTrue_error	closureTrue_test
#######################################################################################
20  <pt<25 	3<chiso range<8 	122.731	102.913	16.2921	1.21642
20  <pt<25 	3<chiso range<9 	122.731	103.048	16.2881	1.20843
20  <pt<25 	3<chiso range<10 	122.731	101.412	16.3568	1.30337
20  <pt<25 	3<chiso range<11 	122.731	104.288	16.229	1.13642
20  <pt<25 	3<chiso range<12 	122.731	105.024	16.1867	1.09392
20  <pt<25 	3<chiso range<13 	122.731	105.926	16.1458	1.04083
20  <pt<25 	4<chiso range<9 	122.731	99.6003	16.4211	1.4086
20  <pt<25 	4<chiso range<10 	122.731	98.3453	16.4568	1.4818
20  <pt<25 	4<chiso range<11 	122.731	102.146	16.2833	1.26418
20  <pt<25 	4<chiso range<12 	122.731	103.139	16.2515	1.20555
20  <pt<25 	4<chiso range<13 	122.731	104.394	16.1922	1.13246
20  <pt<25 	5<chiso range<10 	122.731	95.2089	16.5955	1.65841
20  <pt<25 	5<chiso range<11 	122.731	100.177	16.3653	1.37816
20  <pt<25 	5<chiso range<12 	122.731	101.542	16.3178	1.29852
20  <pt<25 	5<chiso range<13 	122.731	103.153	16.2434	1.20529
20  <pt<25 	6<chiso range<11 	122.731	98.7712	16.455	1.45608
20  <pt<25 	6<chiso range<12 	122.731	100.716	16.3749	1.34444
20  <pt<25 	6<chiso range<13 	122.731	102.729	16.2792	1.22868
20  <pt<25 	7<chiso range<12 	122.731	103.749	16.2343	1.16925
20  <pt<25 	7<chiso range<13 	122.731	105.731	16.1298	1.05395
20  <pt<25 	8<chiso range<13 	122.731	110.491	15.9284	0.768439
#######################################################################################
25  <pt<30 	3<chiso range<8 	70.2381	58.2201	12.0264	0.999302
25  <pt<30 	3<chiso range<9 	70.2381	56.7227	12.1415	1.11316
25  <pt<30 	3<chiso range<10 	70.2381	57.4596	12.0736	1.05838
25  <pt<30 	3<chiso range<11 	70.2381	58.7811	11.9715	0.957023
25  <pt<30 	3<chiso range<12 	70.2381	60.0209	11.8756	0.860352
25  <pt<30 	3<chiso range<13 	70.2381	60.0274	11.8766	0.859733
25  <pt<30 	4<chiso range<9 	70.2381	57.7468	12.0655	1.03529
25  <pt<30 	4<chiso range<10 	70.2381	58.3588	12.0154	0.988673
25  <pt<30 	4<chiso range<11 	70.2381	59.762	11.9065	0.879864
25  <pt<30 	4<chiso range<12 	70.2381	61.0436	11.8086	0.778627
25  <pt<30 	4<chiso range<13 	70.2381	60.9651	11.8147	0.78487
