pt range	chiso range	FakeNumber	fitFake_number	fitFake_Err	closure
#######################################################################################
20 <pt<25 	3<chiso range<8 	74.9376	94.4511	8.29031	2.35377
20 <pt<25 	3<chiso range<9 	74.9376	94.3159	8.27947	2.34052
20 <pt<25 	3<chiso range<10 	74.9376	95.9718	8.42245	2.4974
20 <pt<25 	3<chiso range<11 	74.9376	93.118	8.17324	2.22438
20 <pt<25 	3<chiso range<12 	74.9376	92.291	8.09751	2.14305
20 <pt<25 	3<chiso range<13 	74.9376	91.4156	8.02044	2.0545
20 <pt<25 	4<chiso range<9 	74.9376	97.9413	8.58838	2.67847
20 <pt<25 	4<chiso range<10 	74.9376	99.3731	8.70579	2.80681
20 <pt<25 	4<chiso range<11 	74.9376	95.5975	8.37556	2.46669
20 <pt<25 	4<chiso range<12 	74.9376	94.5203	8.28604	2.36334
20 <pt<25 	4<chiso range<13 	74.9376	93.3014	8.17816	2.24547
20 <pt<25 	5<chiso range<10 	74.9376	102.563	8.98158	3.07578
20 <pt<25 	5<chiso range<11 	74.9376	97.6149	8.54945	2.65249
20 <pt<25 	5<chiso range<12 	74.9376	96.1408	8.42563	2.51651
20 <pt<25 	5<chiso range<13 	74.9376	94.572	8.28797	2.36902
20 <pt<25 	6<chiso range<11 	74.9376	98.8118	8.66303	2.75587
20 <pt<25 	6<chiso range<12 	74.9376	96.7986	8.49009	2.57488
20 <pt<25 	6<chiso range<13 	74.9376	94.8384	8.31688	2.39282
20 <pt<25 	7<chiso range<12 	74.9376	93.832	8.22928	2.296
20 <pt<25 	7<chiso range<13 	74.9376	91.8355	8.04877	2.09944
20 <pt<25 	8<chiso range<13 	74.9376	87.118	7.63683	1.59495
#######################################################################################
25 <pt<30 	3<chiso range<8 	32.3622	44.2467	6.55733	1.8124
25 <pt<30 	3<chiso range<9 	32.3622	45.7459	6.77514	1.97541
25 <pt<30 	3<chiso range<10 	32.3622	45.0309	6.66641	1.90038
25 <pt<30 	3<chiso range<11 	32.3622	43.7025	6.47266	1.75203
25 <pt<30 	3<chiso range<12 	32.3622	42.4656	6.29129	1.60593
25 <pt<30 	3<chiso range<13 	32.3622	42.4548	6.29035	1.60446
25 <pt<30 	4<chiso range<9 	32.3622	44.749	6.63174	1.86781
25 <pt<30 	4<chiso range<10 	32.3622	44.1079	6.5369	1.79683
25 <pt<30 	4<chiso range<11 	32.3622	42.7068	6.33155	1.63382
25 <pt<30 	4<chiso range<12 	32.3622	41.4247	6.14323	1.4752
25 <pt<30 	4<chiso range<13 	32.3622	41.5032	6.15485	1.48517
25 <pt<30 	5<chiso range<10 	32.3622	42.6212	6.3194	1.62341
25 <pt<30 	5<chiso range<11 	32.3622	41.2229	6.11422	1.4492
