pt range	chiso range	DataNumber	FakeNumber	TrueNumber	fitFake_number	fitTrue_number	closureFake_test	closureTrue_test
#######################################################################################
20 <pt<25 	3<chiso range<8 	342.118	74.9376	122.731	94.4511	102.913	2.35377	1.21642
20 <pt<25 	3<chiso range<9 	342.118	74.9376	122.731	94.3159	103.048	2.34052	1.20843
20 <pt<25 	3<chiso range<10 	342.118	74.9376	122.731	95.9718	101.412	2.4974	1.30337
20 <pt<25 	3<chiso range<11 	342.118	74.9376	122.731	93.118	104.288	2.22438	1.13642
20 <pt<25 	3<chiso range<12 	342.118	74.9376	122.731	92.291	105.024	2.14305	1.09392
20 <pt<25 	3<chiso range<13 	342.118	74.9376	122.731	91.4156	105.926	2.0545	1.04083
20 <pt<25 	4<chiso range<9 	342.118	74.9376	122.731	97.9413	99.6003	2.67847	1.4086
20 <pt<25 	4<chiso range<10 	342.118	74.9376	122.731	99.3731	98.3453	2.80681	1.4818
20 <pt<25 	4<chiso range<11 	342.118	74.9376	122.731	95.5975	102.146	2.46669	1.26418
20 <pt<25 	4<chiso range<12 	342.118	74.9376	122.731	94.5203	103.139	2.36334	1.20555
20 <pt<25 	4<chiso range<13 	342.118	74.9376	122.731	93.3014	104.394	2.24547	1.13246
20 <pt<25 	5<chiso range<10 	342.118	74.9376	122.731	102.563	95.2089	3.07578	1.65841
20 <pt<25 	5<chiso range<11 	342.118	74.9376	122.731	97.6149	100.177	2.65249	1.37816
20 <pt<25 	5<chiso range<12 	342.118	74.9376	122.731	96.1408	101.542	2.51651	1.29852
20 <pt<25 	5<chiso range<13 	342.118	74.9376	122.731	94.572	103.153	2.36902	1.20529
20 <pt<25 	6<chiso range<11 	342.118	74.9376	122.731	98.8118	98.7712	2.75587	1.45608
20 <pt<25 	6<chiso range<12 	342.118	74.9376	122.731	96.7986	100.716	2.57488	1.34444
20 <pt<25 	6<chiso range<13 	342.118	74.9376	122.731	94.8384	102.729	2.39282	1.22868
20 <pt<25 	7<chiso range<12 	342.118	74.9376	122.731	93.832	103.749	2.296	1.16925
20 <pt<25 	7<chiso range<13 	342.118	74.9376	122.731	91.8355	105.731	2.09944	1.05395
20 <pt<25 	8<chiso range<13 	342.118	74.9376	122.731	87.118	110.491	1.59495	0.768439
#######################################################################################
25 <pt<30 	3<chiso range<8 	179.361	32.3622	70.2381	44.2467	58.2201	1.8124	0.999302
25 <pt<30 	3<chiso range<9 	179.361	32.3622	70.2381	45.7459	56.7227	1.97541	1.11316
25 <pt<30 	3<chiso range<10 	179.361	32.3622	70.2381	45.0309	57.4596	1.90038	1.05838
25 <pt<30 	3<chiso range<11 	179.361	32.3622	70.2381	43.7025	58.7811	1.75203	0.957023
25 <pt<30 	3<chiso range<12 	179.361	32.3622	70.2381	42.4656	60.0209	1.60593	0.860352
25 <pt<30 	3<chiso range<13 	179.361	32.3622	70.2381	42.4548	60.0274	1.60446	0.859733
25 <pt<30 	4<chiso range<9 	179.361	32.3622	70.2381	44.749	57.7468	1.86781	1.03529
25 <pt<30 	4<chiso range<10 	179.361	32.3622	70.2381	44.1079	58.3588	1.79683	0.988673
25 <pt<30 	4<chiso range<11 	179.361	32.3622	70.2381	42.7068	59.762	1.63382	0.879864
25 <pt<30 	4<chiso range<12 	179.361	32.3622	70.2381	41.4247	61.0436	1.4752	0.778627
25 <pt<30 	4<chiso range<13 	179.361	32.3622	70.2381	41.5032	60.9651	1.48517	0.78487
25 <pt<30 	5<chiso range<10 	179.361	32.3622	70.2381	42.6212	59.8598	1.62341	0.872133
25 <pt<30 	5<chiso range<11 	179.361	32.3622	70.2381	41.2229	61.2575	1.4492	0.761455
25 <pt<30 	5<chiso range<12 	179.361	32.3622	70.2381	39.9428	62.5318	1.27935	0.658782
25 <pt<30 	5<chiso range<13 	179.361	32.3622	70.2381	40.1827	62.2914	1.31201	0.678295
