pt range	chiso range	FakeNumber	fitFake_number	fitFake_Err	closure
25 <pt<30 	8<chiso range<13 	42.6868	34.8034	3.76428	2.09427
#######################################################################################
30 <pt<35 	3<chiso range<8 	21.2129	12.6528	2.10782	4.06112
30 <pt<35 	3<chiso range<9 	21.2129	12.8595	2.14217	3.8995
30 <pt<35 	3<chiso range<10 	21.2129	12.9161	2.15153	3.85623
30 <pt<35 	3<chiso range<11 	21.2129	12.8189	2.13535	3.93097
30 <pt<35 	3<chiso range<12 	21.2129	12.6461	2.10668	4.06649
30 <pt<35 	3<chiso range<13 	21.2129	13.0493	2.17336	3.75621
30 <pt<35 	4<chiso range<9 	21.2129	13.7774	2.294	3.24128
30 <pt<35 	4<chiso range<10 	21.2129	13.7438	2.28819	3.2642
30 <pt<35 	4<chiso range<11 	21.2129	13.5422	2.25479	3.40196
30 <pt<35 	4<chiso range<12 	21.2129	13.2742	2.21033	3.59164
30 <pt<35 	4<chiso range<13 	21.2129	13.7029	2.28087	3.2926
30 <pt<35 	5<chiso range<10 	21.2129	13.2913	2.21235	3.58063
30 <pt<35 	5<chiso range<11 	21.2129	13.1042	2.18134	3.7173
30 <pt<35 	5<chiso range<12 	21.2129	12.8318	2.1362	3.92337
30 <pt<35 	5<chiso range<13 	21.2129	13.3639	2.22374	3.52964
30 <pt<35 	6<chiso range<11 	21.2129	13.0173	2.1656	3.78445
30 <pt<35 	6<chiso range<12 	21.2129	12.7056	2.11412	4.02404
30 <pt<35 	6<chiso range<13 	21.2129	13.3355	2.21759	3.55223
30 <pt<35 	7<chiso range<12 	21.2129	13.6897	2.27805	3.30247
30 <pt<35 	7<chiso range<13 	21.2129	14.3887	2.3926	2.85221
30 <pt<35 	8<chiso range<13 	21.2129	13.7424	2.28755	3.26572
#######################################################################################
35 <pt<50 	3<chiso range<8 	29.698	19.6334	3.00736	3.34666
35 <pt<50 	3<chiso range<9 	29.698	19.4956	2.98667	3.41598
35 <pt<50 	3<chiso range<10 	29.698	19.271	2.95243	3.53167
35 <pt<50 	3<chiso range<11 	29.698	18.6062	2.85109	3.89037
35 <pt<50 	3<chiso range<12 	29.698	18.0078	2.75937	4.23655
35 <pt<50 	3<chiso range<13 	29.698	18.0625	2.76797	4.20362
35 <pt<50 	4<chiso range<9 	29.698	18.6006	2.8499	3.89396
35 <pt<50 	4<chiso range<10 	29.698	18.4536	2.82751	3.97679
35 <pt<50 	4<chiso range<11 	29.698	17.7605	2.72189	4.38574
35 <pt<50 	4<chiso range<12 	29.698	17.1424	2.62702	4.77941
35 <pt<50 	4<chiso range<13 	29.698	17.2743	2.64746	4.69269
35 <pt<50 	5<chiso range<10 	29.698	19.1183	2.92836	3.61284
35 <pt<50 	5<chiso range<11 	29.698	18.1883	2.78694	4.12987
35 <pt<50 	5<chiso range<12 	29.698	17.4113	2.66753	4.60602
35 <pt<50 	5<chiso range<13 	29.698	17.5455	2.68869	4.51986
35 <pt<50 	6<chiso range<11 	29.698	16.5194	2.53221	5.20439
35 <pt<50 	6<chiso range<12 	29.698	15.8783	2.43358	5.67875
35 <pt<50 	6<chiso range<13 	29.698	16.1926	2.4821	5.44112
35 <pt<50 	7<chiso range<12 	29.698	15.5104	2.37729	5.96797
35 <pt<50 	7<chiso range<13 	29.698	15.9277	2.44174	5.63954
35 <pt<50 	8<chiso range<13 	29.698	15.99	2.45161	5.59143
#######################################################################################
50 <pt<60 	3<chiso range<8 	6.20069	4.17481	1.48102	1.3679
50 <pt<60 	3<chiso range<9 	6.20069	4.38582	1.55541	1.16681
50 <pt<60 	3<chiso range<10 	6.20069	4.37147	1.55067	1.17963
50 <pt<60 	3<chiso range<11 	6.20069	4.34924	1.54306	1.19986
50 <pt<60 	3<chiso range<12 	6.20069	4.2393	1.5044	1.30377
50 <pt<60 	3<chiso range<13 	6.20069	4.22512	1.49943	1.31755
50 <pt<60 	4<chiso range<9 	6.20069	4.41202	1.56445	1.14332
50 <pt<60 	4<chiso range<10 	6.20069	4.4045	1.5617	1.15015
50 <pt<60 	4<chiso range<11 	6.20069	4.36402	1.54825	1.18629
50 <pt<60 	4<chiso range<12 	6.20069	4.2308	1.50142	1.31202
50 <pt<60 	4<chiso range<13 	6.20069	4.21469	1.49575	1.32776
50 <pt<60 	5<chiso range<10 	6.20069	4.20648	1.4924	1.33624
50 <pt<60 	5<chiso range<11 	6.20069	4.20287	1.49161	1.33937
50 <pt<60 	5<chiso range<12 	6.20069	4.06023	1.44139	1.485
50 <pt<60 	5<chiso range<13 	6.20069	4.06018	1.44141	1.48501
50 <pt<60 	6<chiso range<11 	6.20069	4.35331	1.54399	1.1965
50 <pt<60 	6<chiso range<12 	6.20069	4.17069	1.4802	1.37144
50 <pt<60 	6<chiso range<13 	6.20069	4.15493	1.47441	1.38751
50 <pt<60 	7<chiso range<12 	6.20069	4.08085	1.44789	1.46409
50 <pt<60 	7<chiso range<13 	6.20069	4.08068	1.4485	1.46359
50 <pt<60 	8<chiso range<13 	6.20069	2.6868	4.34301	0.809091
#######################################################################################
60 <pt<400 	3<chiso range<8 	9.2684	6.11284	9.88097	0.319357
60 <pt<400 	3<chiso range<9 	9.2684	6.13015	9.90895	0.316709
60 <pt<400 	3<chiso range<10 	9.2684	6.42053	2.21894	1.28344
60 <pt<400 	3<chiso range<11 	9.2684	6.0154	2.07984	1.56406
60 <pt<400 	3<chiso range<12 	9.2684	6.27681	2.17082	1.37809
60 <pt<400 	3<chiso range<13 	9.2684	6.18159	2.13824	1.44362
60 <pt<400 	4<chiso range<9 	9.2684	6.16793	9.97002	0.310979
60 <pt<400 	4<chiso range<10 	9.2684	6.39914	2.21113	1.29764
60 <pt<400 	4<chiso range<11 	9.2684	5.94147	2.0541	1.61965
60 <pt<400 	4<chiso range<12 	9.2684	6.24328	2.15922	1.40102
60 <pt<400 	4<chiso range<13 	9.2684	6.14073	2.12415	1.47243
60 <pt<400 	5<chiso range<10 	9.2684	6.91559	2.38948	0.984654
60 <pt<400 	5<chiso range<11 	9.2684	6.27219	2.1682	1.38189
60 <pt<400 	5<chiso range<12 	9.2684	6.59165	2.27938	1.17433
60 <pt<400 	5<chiso range<13 	9.2684	6.43095	2.22426	1.27568
60 <pt<400 	6<chiso range<11 	9.2684	5.95464	2.057	1.61097
60 <pt<400 	6<chiso range<12 	9.2684	6.38465	2.20756	1.30631
60 <pt<400 	6<chiso range<13 	9.2684	6.22646	2.15356	1.41252
60 <pt<400 	7<chiso range<12 	9.2684	6.23584	2.1569	1.40598
60 <pt<400 	7<chiso range<13 	9.2684	6.07496	2.10173	1.51943
60 <pt<400 	8<chiso range<13 	9.2684	5.44859	1.8863	2.02503
#######################################################################################
