pt range	chiso range	DataNumber	FakeNumber	TrueNumber	fitFake_number	fitTrue_number	closureFake_test	closureTrue_test
30 <pt<35 	6<chiso range<12 	70.3079	21.2129	26.1236	12.7056	34.5166	4.02404	1.1725
30 <pt<35 	6<chiso range<13 	70.3079	21.2129	26.1236	13.3355	33.8886	3.55223	1.08063
30 <pt<35 	7<chiso range<12 	70.3079	21.2129	26.1236	13.6897	33.5325	3.30247	1.02737
30 <pt<35 	7<chiso range<13 	70.3079	21.2129	26.1236	14.3887	32.8298	2.85221	0.925736
30 <pt<35 	8<chiso range<13 	70.3079	21.2129	26.1236	13.7424	33.49	3.26572	1.02072
#######################################################################################
35 <pt<50 	3<chiso range<8 	104.856	29.698	43.9554	19.6334	53.9715	3.34666	1.10569
35 <pt<50 	3<chiso range<9 	104.856	29.698	43.9554	19.4956	54.0981	3.41598	1.12034
35 <pt<50 	3<chiso range<10 	104.856	29.698	43.9554	19.271	54.323	3.53167	1.14663
35 <pt<50 	3<chiso range<11 	104.856	29.698	43.9554	18.6062	54.9821	3.89037	1.22391
35 <pt<50 	3<chiso range<12 	104.856	29.698	43.9554	18.0078	55.5826	4.23655	1.29489
35 <pt<50 	3<chiso range<13 	104.856	29.698	43.9554	18.0625	55.523	4.20362	1.28773
35 <pt<50 	4<chiso range<9 	104.856	29.698	43.9554	18.6006	54.9845	3.89396	1.22435
35 <pt<50 	4<chiso range<10 	104.856	29.698	43.9554	18.4536	55.1341	3.97679	1.24194
35 <pt<50 	4<chiso range<11 	104.856	29.698	43.9554	17.7605	55.823	4.38574	1.32318
35 <pt<50 	4<chiso range<12 	104.856	29.698	43.9554	17.1424	56.4179	4.77941	1.39468
35 <pt<50 	4<chiso range<13 	104.856	29.698	43.9554	17.2743	56.2735	4.69269	1.37749
35 <pt<50 	5<chiso range<10 	104.856	29.698	43.9554	19.1183	54.4992	3.61284	1.1676
35 <pt<50 	5<chiso range<11 	104.856	29.698	43.9554	18.1883	55.4133	4.12987	1.27489
35 <pt<50 	5<chiso range<12 	104.856	29.698	43.9554	17.4113	56.2037	4.60602	1.36886
35 <pt<50 	5<chiso range<13 	104.856	29.698	43.9554	17.5455	56.0516	4.51986	1.35045
35 <pt<50 	6<chiso range<11 	104.856	29.698	43.9554	16.5194	57.0604	5.20439	1.47053
35 <pt<50 	6<chiso range<12 	104.856	29.698	43.9554	15.8783	57.727	5.67875	1.5504
35 <pt<50 	6<chiso range<13 	104.856	29.698	43.9554	16.1926	57.3928	5.44112	1.51018
35 <pt<50 	7<chiso range<12 	104.856	29.698	43.9554	15.5104	58.0954	5.96797	1.59461
35 <pt<50 	7<chiso range<13 	104.856	29.698	43.9554	15.9277	57.6585	5.63954	1.54181
35 <pt<50 	8<chiso range<13 	104.856	29.698	43.9554	15.99	57.5902	5.59143	1.53343
#######################################################################################
50 <pt<60 	3<chiso range<8 	28.8882	6.20069	15.0757	4.17481	17.097	1.3679	0.425584
50 <pt<60 	3<chiso range<9 	28.8882	6.20069	15.0757	4.38582	16.8459	1.16681	0.370987
50 <pt<60 	3<chiso range<10 	28.8882	6.20069	15.0757	4.37147	16.8837	1.17963	0.378696
50 <pt<60 	3<chiso range<11 	28.8882	6.20069	15.0757	4.34924	16.8938	1.19986	0.380853
50 <pt<60 	3<chiso range<12 	28.8882	6.20069	15.0757	4.2393	16.9994	1.30377	0.403964
50 <pt<60 	3<chiso range<13 	28.8882	6.20069	15.0757	4.22512	17.0186	1.31755	0.408176
50 <pt<60 	4<chiso range<9 	28.8882	6.20069	15.0757	4.41202	16.8269	1.14332	0.366863
50 <pt<60 	4<chiso range<10 	28.8882	6.20069	15.0757	4.4045	16.8374	1.15015	0.369184
50 <pt<60 	4<chiso range<11 	28.8882	6.20069	15.0757	4.36402	16.8809	1.18629	0.37804
50 <pt<60 	4<chiso range<12 	28.8882	6.20069	15.0757	4.2308	17.0085	1.31202	0.405958
50 <pt<60 	4<chiso range<13 	28.8882	6.20069	15.0757	4.21469	17.0307	1.32776	0.410836
50 <pt<60 	5<chiso range<10 	28.8882	6.20069	15.0757	4.20648	17.0584	1.33624	0.417035
50 <pt<60 	5<chiso range<11 	28.8882	6.20069	15.0757	4.20287	17.0402	1.33937	0.412917
50 <pt<60 	5<chiso range<12 	28.8882	6.20069	15.0757	4.06023	17.1767	1.485	0.442977
50 <pt<60 	5<chiso range<13 	28.8882	6.20069	15.0757	4.06018	17.1838	1.48501	0.44454
50 <pt<60 	6<chiso range<11 	28.8882	6.20069	15.0757	4.35331	16.9119	1.1965	0.384923
50 <pt<60 	6<chiso range<12 	28.8882	6.20069	15.0757	4.17069	17.0801	1.37144	0.421713
50 <pt<60 	6<chiso range<13 	28.8882	6.20069	15.0757	4.15493	17.1056	1.38751	0.427386
50 <pt<60 	7<chiso range<12 	28.8882	6.20069	15.0757	4.08085	17.1489	1.46409	0.437013
50 <pt<60 	7<chiso range<13 	28.8882	6.20069	15.0757	4.08068	17.1539	1.46359	0.437964
