pt range	chiso range	DataNumber	FakeNumber	TrueNumber	fitFake_number	fitTrue_number	closureFake_test	closureTrue_test
#######################################################################################
20 <pt<25 	3<chiso range<8 	67.2082	28.6766	20.8396	22.7463	6.95268e-310	1.39587	inf
20 <pt<25 	3<chiso range<9 	67.2082	28.6766	20.8396	23.2079	6.95127e-310	1.31068	inf
20 <pt<25 	3<chiso range<10 	67.2082	28.6766	20.8396	23.1728	6.95127e-310	1.36152	inf
20 <pt<25 	3<chiso range<11 	67.2082	28.6766	20.8396	24.2105	6.95127e-310	1.08395	inf
20 <pt<25 	3<chiso range<12 	67.2082	28.6766	20.8396	24.6382	6.95127e-310	0.981469	inf
20 <pt<25 	3<chiso range<13 	67.2082	28.6766	20.8396	24.1107	6.95127e-310	1.14966	inf
20 <pt<25 	4<chiso range<9 	67.2082	28.6766	20.8396	25.1749	6.95127e-310	0.716469	inf
20 <pt<25 	4<chiso range<10 	67.2082	28.6766	20.8396	24.9327	6.95127e-310	0.806262	inf
20 <pt<25 	4<chiso range<11 	67.2082	28.6766	20.8396	26.0401	6.95127e-310	0.562297	inf
20 <pt<25 	4<chiso range<12 	67.2082	28.6766	20.8396	26.4387	6.95127e-310	0.482198	inf
20 <pt<25 	4<chiso range<13 	67.2082	28.6766	20.8396	25.6859	6.95127e-310	0.675012	inf
20 <pt<25 	5<chiso range<10 	67.2082	28.6766	20.8396	22.7267	6.95127e-310	1.33375	inf
20 <pt<25 	5<chiso range<11 	67.2082	28.6766	20.8396	24.7214	6.95127e-310	0.842019	inf
20 <pt<25 	5<chiso range<12 	67.2082	28.6766	20.8396	25.4636	6.95127e-310	0.6853	inf
20 <pt<25 	5<chiso range<13 	67.2082	28.6766	20.8396	24.689	6.95127e-310	0.896444	inf
20 <pt<25 	6<chiso range<11 	67.2082	28.6766	20.8396	26.803	6.95127e-310	0.341041	inf
20 <pt<25 	6<chiso range<12 	67.2082	28.6766	20.8396	27.6249	6.95127e-310	0.194741	inf
20 <pt<25 	6<chiso range<13 	67.2082	28.6766	20.8396	26.5286	6.95127e-310	0.425529	inf
20 <pt<25 	7<chiso range<12 	67.2082	28.6766	20.8396	28.1565	6.95127e-310	0.0882683	inf
20 <pt<25 	7<chiso range<13 	67.2082	28.6766	20.8396	27.1192	6.95127e-310	0.284671	inf
20 <pt<25 	8<chiso range<13 	67.2082	28.6766	20.8396	24.143	6.95127e-310	0.883822	inf
#######################################################################################
25 <pt<50 	3<chiso range<8 	99.918	30.3433	38.2468	22.1555	6.95127e-310	2.01461	inf
25 <pt<50 	3<chiso range<9 	99.918	30.3433	38.2468	22.687	6.95127e-310	1.90224	inf
25 <pt<50 	3<chiso range<10 	99.918	30.3433	38.2468	23.2482	6.95127e-310	1.75899	inf
25 <pt<50 	3<chiso range<11 	99.918	30.3433	38.2468	22.4433	6.95127e-310	2.06683	inf
25 <pt<50 	3<chiso range<12 	99.918	30.3433	38.2468	21.161	6.95127e-310	2.59091	inf
25 <pt<50 	3<chiso range<13 	99.918	30.3433	38.2468	21.224	6.95127e-310	2.59432	inf
25 <pt<50 	4<chiso range<9 	99.918	30.3433	38.2468	23.4771	6.95127e-310	1.57011	inf
25 <pt<50 	4<chiso range<10 	99.918	30.3433	38.2468	24.0909	6.95127e-310	1.4353	inf
