pt range	chiso range	FakeNumber	fitFake_number	fitFake_Err	closure
#######################################################################################
20 <pt<25 	3<chiso range<8 	28.6766	22.7463	4.24845	1.39587
20 <pt<25 	3<chiso range<9 	28.6766	23.2079	4.17242	1.31068
20 <pt<25 	3<chiso range<10 	28.6766	23.1728	4.0424	1.36152
20 <pt<25 	3<chiso range<11 	28.6766	24.2105	4.12019	1.08395
20 <pt<25 	3<chiso range<12 	28.6766	24.6382	4.11465	0.981469
20 <pt<25 	3<chiso range<13 	28.6766	24.1107	3.97151	1.14966
20 <pt<25 	4<chiso range<9 	28.6766	25.1749	4.88744	0.716469
20 <pt<25 	4<chiso range<10 	28.6766	24.9327	4.64353	0.806262
20 <pt<25 	4<chiso range<11 	28.6766	26.0401	4.6888	0.562297
20 <pt<25 	4<chiso range<12 	28.6766	26.4387	4.64104	0.482198
20 <pt<25 	4<chiso range<13 	28.6766	25.6859	4.43059	0.675012
20 <pt<25 	5<chiso range<10 	28.6766	22.7267	4.46102	1.33375
20 <pt<25 	5<chiso range<11 	28.6766	24.7214	4.69728	0.842019
20 <pt<25 	5<chiso range<12 	28.6766	25.4636	4.68846	0.6853
20 <pt<25 	5<chiso range<13 	28.6766	24.689	4.44824	0.896444
20 <pt<25 	6<chiso range<11 	28.6766	26.803	5.49377	0.341041
20 <pt<25 	6<chiso range<12 	28.6766	27.6249	5.40051	0.194741
20 <pt<25 	6<chiso range<13 	28.6766	26.5286	5.04783	0.425529
20 <pt<25 	7<chiso range<12 	28.6766	28.1565	5.89226	0.0882683
20 <pt<25 	7<chiso range<13 	28.6766	27.1192	5.47087	0.284671
20 <pt<25 	8<chiso range<13 	28.6766	24.143	5.12954	0.883822
#######################################################################################
25 <pt<50 	3<chiso range<8 	30.3433	22.1555	4.06422	2.01461
25 <pt<50 	3<chiso range<9 	30.3433	22.687	4.02488	1.90224
25 <pt<50 	3<chiso range<10 	30.3433	23.2482	4.03363	1.75899
25 <pt<50 	3<chiso range<11 	30.3433	22.4433	3.82227	2.06683
25 <pt<50 	3<chiso range<12 	30.3433	21.161	3.54404	2.59091
25 <pt<50 	3<chiso range<13 	30.3433	21.224	3.5151	2.59432
25 <pt<50 	4<chiso range<9 	30.3433	23.4771	4.37308	1.57011
25 <pt<50 	4<chiso range<10 	30.3433	24.0909	4.35616	1.4353
25 <pt<50 	4<chiso range<11 	30.3433	23.014	4.05574	1.80714
25 <pt<50 	4<chiso range<12 	30.3433	21.4518	3.6976	2.40467
25 <pt<50 	4<chiso range<13 	30.3433	21.4943	3.6521	2.42299
25 <pt<50 	5<chiso range<10 	30.3433	24.1193	4.59349	1.35496
25 <pt<50 	5<chiso range<11 	30.3433	22.8005	4.18816	1.80098
25 <pt<50 	5<chiso range<12 	30.3433	21.0229	3.75201	2.48411
25 <pt<50 	5<chiso range<13 	30.3433	21.1326	3.70298	2.48738
25 <pt<50 	6<chiso range<11 	30.3433	21.3372	4.05451	2.22125
25 <pt<50 	6<chiso range<12 	30.3433	19.5685	3.59141	3.00016
25 <pt<50 	6<chiso range<13 	30.3433	19.8062	3.55458	2.96437
25 <pt<50 	7<chiso range<12 	30.3433	18.9598	3.65621	3.11347
25 <pt<50 	7<chiso range<13 	30.3433	19.3096	3.61129	3.05533
25 <pt<50 	8<chiso range<13 	30.3433	19.2971	3.83284	2.88199
#######################################################################################
50 <pt<400 	3<chiso range<8 	6.70395	4.27587	2.0296	1.19633
50 <pt<400 	3<chiso range<9 	6.70395	4.40738	2.02625	1.13341
50 <pt<400 	3<chiso range<10 	6.70395	4.28321	1.9204	1.26054
50 <pt<400 	3<chiso range<11 	6.70395	4.14394	1.83497	1.39512
50 <pt<400 	3<chiso range<12 	6.70395	4.06543	1.78484	1.47829
50 <pt<400 	3<chiso range<13 	6.70395	4.19903	1.83031	1.36858
50 <pt<400 	4<chiso range<9 	6.70395	4.37116	2.05798	1.13353
50 <pt<400 	4<chiso range<10 	6.70395	4.22724	1.93282	1.2814
50 <pt<400 	4<chiso range<11 	6.70395	4.07641	1.83481	1.43205
50 <pt<400 	4<chiso range<12 	6.70395	3.99214	1.77658	1.52642
50 <pt<400 	4<chiso range<13 	6.70395	4.14823	1.83048	1.3962
50 <pt<400 	5<chiso range<10 	6.70395	4.10432	1.92565	1.35
50 <pt<400 	5<chiso range<11 	6.70395	3.94009	1.81003	1.52697
50 <pt<400 	5<chiso range<12 	6.70395	3.81904	1.73071	1.66689
50 <pt<400 	5<chiso range<13 	6.70395	4.01184	1.79736	1.49781
50 <pt<400 	6<chiso range<11 	6.70395	3.86399	2.03416	1.39613
50 <pt<400 	6<chiso range<12 	6.70395	3.83166	1.9862	1.44612
50 <pt<400 	6<chiso range<13 	6.70395	4.03614	2.048	1.30264
50 <pt<400 	7<chiso range<12 	6.70395	3.72978	1.75773	1.69205
50 <pt<400 	7<chiso range<13 	6.70395	3.99638	1.85012	1.46346
50 <pt<400 	8<chiso range<13 	6.70395	3.61242	1.7998	1.71771
#######################################################################################
