0.050	1.162	0.000	0.072
0.100	0.984	0.000	0.035
0.150	0.946	0.000	0.020
0.200	1.031	0.000	0.033
0.250	1.017	0.000	0.018
0.300	1.012	0.000	0.015
0.350	0.996	0.000	0.009
0.400	1.006	0.000	0.012
0.450	1.002	0.000	0.013
0.500	1.004	0.000	0.012
0.550	1.023	0.000	0.017
0.600	1.059	0.000	0.031
0.650	0.986	0.000	0.010
0.700	0.998	0.000	0.009
0.750	0.994	0.000	0.010
0.800	1.029	0.000	0.017
0.850	0.998	0.000	0.013
0.900	1.002	0.000	0.009
0.950	0.986	0.000	0.010
1.000	1.066	0.000	0.032
1.050	0.996	0.000	0.009
1.100	1.017	0.000	0.018
1.150	1.012	0.000	0.018
1.200	1.008	0.000	0.015
1.250	0.994	0.000	0.013
1.300	0.996	0.000	0.009
1.350	1.016	0.000	0.015
1.400	1.036	0.000	0.022
1.450	0.978	0.000	0.011
1.500	0.617	0.000	0.032
1.550	0.643	0.000	0.031
1.600	0.645	0.000	0.035
1.650	0.661	0.000	0.038
1.700	0.677	0.000	0.039
1.750	0.637	0.000	0.036
1.800	0.660	0.000	0.041
1.850	0.674	0.000	0.034
1.900	0.600	0.000	0.033
1.950	0.626	0.000	0.033
2.000	0.597	0.000	0.035
2.050	0.559	0.000	0.029
2.100	0.633	0.000	0.033
2.150	0.549	0.000	0.033
2.200	0.577	0.000	0.029
2.250	0.582	0.000	0.030
2.300	0.600	0.000	0.032
2.350	0.566	0.000	0.032
2.400	0.530	0.000	0.031
2.450	0.491	0.000	0.030
2.500	0.540	0.000	0.029
2.550	0.502	0.000	0.031
2.600	0.545	0.000	0.031
2.650	0.567	0.000	0.030
2.700	0.556	0.000	0.033
2.750	0.623	0.000	0.039
2.800	0.544	0.000	0.029
2.850	0.613	0.000	0.035
2.900	0.495	0.000	0.031
2.950	0.512	0.000	0.032
3.000	0.542	0.000	0.032
3.050	0.542	0.000	0.033
3.100	0.509	0.000	0.031
3.150	0.484	0.000	0.029
3.200	0.502	0.000	0.030
3.250	0.509	0.000	0.031
3.300	0.476	0.000	0.032
3.350	0.481	0.000	0.031
3.400	0.514	0.000	0.032
3.450	0.456	0.000	0.025
3.500	0.420	0.000	0.027
3.550	0.459	0.000	0.030
3.600	0.444	0.000	0.028
3.650	0.419	0.000	0.027
3.700	0.480	0.000	0.029
3.750	0.388	0.000	0.025
3.800	0.482	0.000	0.035
3.850	0.381	0.000	0.026
3.900	0.420	0.000	0.027
3.950	0.393	0.000	0.027
4.000	0.415	0.000	0.028
4.050	0.414	0.000	0.029
4.100	0.390	0.000	0.028
4.150	0.343	0.000	0.027
4.200	0.336	0.000	0.027
4.250	0.339	0.000	0.026
4.300	0.338	0.000	0.025
4.350	0.375	0.000	0.026
4.400	0.343	0.000	0.027
4.450	0.314	0.000	0.026
4.500	0.373	0.000	0.025
4.550	0.373	0.000	0.025
4.600	0.324	0.000	0.025
4.650	0.314	0.000	0.025
4.700	0.325	0.000	0.027
4.750	0.277	0.000	0.023
4.800	0.313	0.000	0.026
4.850	0.307	0.000	0.025
4.900	0.283	0.000	0.025
4.950	0.275	0.000	0.023
5.000	0.275	0.000	0.024
5.050	0.287	0.000	0.025
5.100	0.225	0.000	0.021
5.150	0.286	0.000	0.026
5.200	0.277	0.000	0.024
5.250	0.239	0.000	0.022
5.300	0.250	0.000	0.023
5.350	0.210	0.000	0.021
5.400	0.232	0.000	0.021
5.450	0.252	0.000	0.022
5.500	0.241	0.000	0.022
5.550	0.266	0.000	0.024
5.600	0.213	0.000	0.021
5.650	0.217	0.000	0.021
5.700	0.208	0.000	0.021
5.750	0.192	0.000	0.020
