0.005	0.982	0.000	0.037
0.010	1.008	0.000	0.051
0.015	1.066	0.000	0.031
0.020	1.036	0.000	0.024
0.025	0.630	0.000	0.041
0.030	0.631	0.000	0.035
0.035	0.605	0.000	0.038
0.040	0.608	0.000	0.036
0.045	0.675	0.000	0.038
0.050	0.573	0.000	0.030
0.055	0.629	0.000	0.038
0.060	0.665	0.000	0.039
0.065	0.629	0.000	0.038
0.070	0.617	0.000	0.032
0.075	0.605	0.000	0.036
0.080	0.667	0.000	0.039
0.085	0.607	0.000	0.037
0.090	0.598	0.000	0.034
0.095	0.640	0.000	0.036
0.100	0.644	0.000	0.039
0.105	0.586	0.000	0.034
0.110	0.487	0.000	0.029
0.115	0.625	0.000	0.041
0.120	0.576	0.000	0.030
0.125	0.600	0.000	0.034
0.130	0.523	0.000	0.030
0.135	0.498	0.000	0.031
0.140	0.542	0.000	0.033
0.145	0.516	0.000	0.030
0.150	0.507	0.000	0.033
0.155	0.496	0.000	0.029
0.160	0.470	0.000	0.030
0.165	0.569	0.000	0.037
0.170	0.527	0.000	0.035
0.175	0.472	0.000	0.030
0.180	0.488	0.000	0.032
0.185	0.498	0.000	0.035
0.190	0.467	0.000	0.031
0.195	0.436	0.000	0.029
0.200	0.452	0.000	0.031
0.205	0.423	0.000	0.028
0.210	0.436	0.000	0.031
0.215	0.418	0.000	0.032
0.220	0.350	0.000	0.026
0.225	0.353	0.000	0.027
0.230	0.397	0.000	0.030
0.235	0.329	0.000	0.027
0.240	0.368	0.000	0.027
0.245	0.346	0.000	0.027
0.250	0.303	0.000	0.024
0.255	0.302	0.000	0.023
0.260	0.306	0.000	0.024
0.265	0.296	0.000	0.026
0.270	0.329	0.000	0.029
0.275	0.264	0.000	0.024
0.280	0.302	0.000	0.025
0.285	0.300	0.000	0.027
0.290	0.229	0.000	0.022
0.295	0.253	0.000	0.025
0.300	0.230	0.000	0.021
0.305	0.212	0.000	0.021
0.310	0.195	0.000	0.020
0.315	0.220	0.000	0.021
0.320	0.197	0.000	0.020
0.325	0.197	0.000	0.021
0.330	0.218	0.000	0.021
0.335	0.182	0.000	0.020
0.340	0.189	0.000	0.020
0.345	0.163	0.000	0.019
0.350	0.142	0.000	0.018
0.355	0.132	0.000	0.017
0.360	0.109	0.000	0.016
0.365	0.143	0.000	0.018
0.370	0.149	0.000	0.018
0.375	0.119	0.000	0.016
0.380	0.092	0.000	0.014
0.385	0.086	0.000	0.013
0.390	0.128	0.000	0.018
0.395	0.091	0.000	0.014
0.400	0.087	0.000	0.014
0.405	0.103	0.000	0.015
0.410	0.087	0.000	0.013
0.415	0.084	0.000	0.014
0.420	0.085	0.000	0.015
0.425	0.071	0.000	0.013
0.430	0.054	0.000	0.011
0.435	0.072	0.000	0.013
0.440	0.054	0.000	0.012
0.445	0.069	0.000	0.013
0.450	0.072	0.000	0.013
0.455	0.036	0.000	0.009
0.460	0.033	0.000	0.009
0.465	0.037	0.000	0.009
0.470	0.042	0.000	0.010
0.475	0.045	0.000	0.010
0.480	0.030	0.000	0.008
0.485	0.025	0.000	0.008
0.490	0.033	0.000	0.009
0.495	0.031	0.000	0.009
0.500	0.012	0.000	0.005
0.505	0.015	0.000	0.006
0.510	0.025	0.000	0.008
0.515	0.025	0.000	0.008
0.520	0.016	0.000	0.006
0.525	0.014	0.000	0.006
0.530	0.014	0.000	0.006
0.535	0.012	0.000	0.005
0.540	0.016	0.000	0.006
0.545	0.007	0.000	0.004
0.550	0.018	0.000	0.007
0.555	0.021	0.000	0.007
0.560	0.007	0.000	0.004
0.565	0.007	0.000	0.004
0.570	0.005	0.000	0.003
0.575	0.004	0.000	0.003
0.580	0.010	0.000	0.005
0.585	0.000	0.000	0.000
0.590	0.010	0.000	0.005
0.595	0.005	0.000	0.003
0.600	0.007	0.000	0.004
0.605	0.002	0.000	0.002
0.610	0.002	0.000	0.002
0.615	0.008	0.000	0.004
0.620	0.000	0.000	0.000
0.625	0.000	0.000	0.000
0.630	0.000	0.000	0.000
0.635	0.005	0.000	0.004
0.640	0.000	0.000	0.000
0.645	0.005	0.000	0.004
0.650	0.000	0.000	0.000
0.655	0.003	0.000	0.003
0.660	0.000	0.000	0.000
0.665	0.000	0.000	0.000
0.670	0.000	0.000	0.000
0.675	0.000	0.000	0.000
0.680	0.000	0.000	0.000
0.685	0.000	0.000	0.000
0.690	0.000	0.000	0.000
0.695	0.002	0.000	0.002
0.700	0.000	0.000	0.000
0.705	0.000	0.000	0.000
0.710	0.000	0.000	0.000
0.715	0.000	0.000	0.000
0.720	0.000	0.000	0.000
0.725	0.002	0.000	0.002
0.730	0.000	0.000	0.000
0.735	0.000	0.000	0.000
0.740	0.000	0.000	0.000
0.745	0.000	0.000	0.000
0.750	0.002	0.000	0.002
0.755	0.000	0.000	0.000
0.760	0.000	0.000	0.000
0.765	0.000	0.000	0.000
0.770	0.000	0.000	0.000
0.775	0.000	0.000	0.000
0.780	0.000	0.000	0.000
0.785	0.000	0.000	0.000
0.790	0.000	0.000	0.000
0.795	0.000	0.000	0.000
0.800	0.000	0.000	0.000
0.805	0.000	0.000	0.000
0.810	0.000	0.000	0.000
0.815	0.000	0.000	0.000
0.820	0.000	0.000	0.000
0.825	0.000	0.000	0.000
0.830	0.000	0.000	0.000
0.835	0.000	0.000	0.000
0.840	0.000	0.000	0.000
0.845	0.000	0.000	0.000
0.850	0.000	0.000	0.000
0.855	0.000	0.000	0.000
0.860	0.000	0.000	0.000
0.865	0.000	0.000	0.000
0.870	0.000	0.000	0.000
0.875	0.000	0.000	0.000
0.880	0.000	0.000	0.000
0.885	0.000	0.000	0.000
0.890	0.000	0.000	0.000
0.895	0.000	0.000	0.000
0.900	0.000	0.000	0.000
0.905	0.000	0.000	0.000
0.910	0.000	0.000	0.000
0.915	0.000	0.000	0.000
0.920	0.000	0.000	0.000
0.925	0.000	0.000	0.000
0.930	0.000	0.000	0.000
0.935	0.000	0.000	0.000
0.940	0.000	0.000	0.000
0.945	0.000	0.000	0.000
0.950	0.000	0.000	0.000
0.955	0.000	0.000	0.000
0.960	0.000	0.000	0.000
0.965	0.000	0.000	0.000
0.970	0.000	0.000	0.000
0.975	0.000	0.000	0.000
0.980	0.000	0.000	0.000
0.985	0.000	0.000	0.000
0.990	0.000	0.000	0.000
0.995	0.000	0.000	0.000
1.000	0.000	0.000	0.000
1.005	0.000	0.000	0.000
1.010	0.000	0.000	0.000
1.015	0.000	0.000	0.000
1.020	0.000	0.000	0.000
1.025	0.000	0.000	0.000
1.030	0.000	0.000	0.000
1.035	0.000	0.000	0.000
1.040	0.000	0.000	0.000
1.045	0.000	0.000	0.000
1.050	0.000	0.000	0.000
1.055	0.000	0.000	0.000
1.060	0.000	0.000	0.000
1.065	0.000	0.000	0.000
1.070	0.000	0.000	0.000
1.075	0.000	0.000	0.000
1.080	0.000	0.000	0.000
1.085	0.000	0.000	0.000
1.090	0.000	0.000	0.000
1.095	0.000	0.000	0.000
1.100	0.000	0.000	0.000
1.105	0.000	0.000	0.000
1.110	0.000	0.000	0.000
1.115	0.000	0.000	0.000
1.120	0.000	0.000	0.000
1.125	0.000	0.000	0.000
1.130	0.000	0.000	0.000
1.135	0.000	0.000	0.000
1.140	0.000	0.000	0.000
1.145	0.000	0.000	0.000
1.150	0.000	0.000	0.000
1.155	0.000	0.000	0.000
1.160	0.000	0.000	0.000
1.165	0.000	0.000	0.000
1.170	0.000	0.000	0.000
1.175	0.000	0.000	0.000
1.180	0.000	0.000	0.000
1.185	0.000	0.000	0.000
1.190	0.000	0.000	0.000
1.195	0.000	0.000	0.000
1.200	0.000	0.000	0.000
