pt range	chiso range	FakeNumber	fitFake_number	fitFake_Err	closure
40 <pt<50 	6<chiso range<13 	10.308	11.9007	3.26337	0.488054
40 <pt<50 	7<chiso range<12 	10.308	12.1197	3.3229	0.545217
40 <pt<50 	7<chiso range<13 	10.308	11.1047	3.04611	0.261547
40 <pt<50 	8<chiso range<13 	10.308	10.4965	2.87947	0.0654634
#######################################################################################
50 <pt<60 	3<chiso range<8 	5.42695	4.74927	2.00143	0.338598
50 <pt<60 	3<chiso range<9 	5.42695	4.51771	1.90426	0.477477
50 <pt<60 	3<chiso range<10 	5.42695	4.96205	2.08933	0.222512
50 <pt<60 	3<chiso range<11 	5.42695	4.78113	2.01465	0.320562
50 <pt<60 	3<chiso range<12 	5.42695	4.5155	1.90281	0.479002
50 <pt<60 	3<chiso range<13 	5.42695	4.22092	1.78026	0.677446
50 <pt<60 	4<chiso range<9 	5.42695	4.14372	1.74781	0.734193
50 <pt<60 	4<chiso range<10 	5.42695	4.66471	1.96472	0.387964
50 <pt<60 	4<chiso range<11 	5.42695	4.51425	1.90258	0.479717
50 <pt<60 	4<chiso range<12 	5.42695	4.25303	1.79301	0.65472
50 <pt<60 	4<chiso range<13 	5.42695	3.96431	1.67312	0.874199
50 <pt<60 	5<chiso range<10 	5.42695	4.98922	2.10174	0.20827
50 <pt<60 	5<chiso range<11 	5.42695	4.75034	2.00276	0.337839
50 <pt<60 	5<chiso range<12 	5.42695	4.42148	1.86425	0.539343
50 <pt<60 	5<chiso range<13 	5.42695	4.07356	1.71922	0.787212
50 <pt<60 	6<chiso range<11 	5.42695	4.52914	1.91017	0.470016
50 <pt<60 	6<chiso range<12 	5.42695	4.16779	1.75841	0.716079
50 <pt<60 	6<chiso range<13 	5.42695	3.80012	1.60522	1.01346
50 <pt<60 	7<chiso range<12 	5.42695	4.08728	1.72436	0.776909
50 <pt<60 	7<chiso range<13 	5.42695	3.66079	1.5467	1.14189
50 <pt<60 	8<chiso range<13 	5.42695	3.52303	1.48809	1.27944
#######################################################################################
60 <pt<400 	3<chiso range<8 	7.66966	5.60121	1.78353	1.15975
60 <pt<400 	3<chiso range<9 	7.66966	5.71992	1.822	1.07011
60 <pt<400 	3<chiso range<10 	7.66966	5.91814	1.88541	0.928986
60 <pt<400 	3<chiso range<11 	7.66966	5.8623	1.86783	0.967626
60 <pt<400 	3<chiso range<12 	7.66966	6.00556	1.91303	0.869877
60 <pt<400 	3<chiso range<13 	7.66966	5.94815	1.89488	0.908506
60 <pt<400 	4<chiso range<9 	7.66966	5.5719	1.77515	1.18174
60 <pt<400 	4<chiso range<10 	7.66966	5.82809	1.85663	0.991889
60 <pt<400 	4<chiso range<11 	7.66966	5.77756	1.84078	1.02788
60 <pt<400 	4<chiso range<12 	7.66966	5.94641	1.8941	0.909799
