pt range	chiso range	DataNumber	FakeNumber	TrueNumber	fitFake_number	fitTrue_number	closureFake_test	closureTrue_test
#######################################################################################
20 <pt<25 	3<chiso range<8 	177.221	46.5398	69.9945	49.3254	67.9081	0.507404	0.175363
20 <pt<25 	3<chiso range<9 	177.221	46.5398	69.9945	49.449	67.4196	0.526717	0.214888
20 <pt<25 	3<chiso range<10 	177.221	46.5398	69.9945	50.2008	66.4027	0.651458	0.297502
20 <pt<25 	3<chiso range<11 	177.221	46.5398	69.9945	50.8165	65.6341	0.750956	0.359375
20 <pt<25 	3<chiso range<12 	177.221	46.5398	69.9945	50.3201	66.185	0.670569	0.314884
20 <pt<25 	3<chiso range<13 	177.221	46.5398	69.9945	49.8098	66.7492	0.5862	0.269043
20 <pt<25 	4<chiso range<9 	177.221	46.5398	69.9945	46.5978	70.4606	0.0111591	0.0394712
20 <pt<25 	4<chiso range<10 	177.221	46.5398	69.9945	47.9749	68.7017	0.267293	0.108181
20 <pt<25 	4<chiso range<11 	177.221	46.5398	69.9945	48.9826	67.4964	0.444964	0.20754
20 <pt<25 	4<chiso range<12 	177.221	46.5398	69.9945	48.6122	67.9285	0.380535	0.172065
20 <pt<25 	4<chiso range<13 	177.221	46.5398	69.9945	48.2042	68.3965	0.30834	0.133435
20 <pt<25 	5<chiso range<10 	177.221	46.5398	69.9945	47.4093	69.1693	0.16373	0.0691001
20 <pt<25 	5<chiso range<11 	177.221	46.5398	69.9945	48.6789	67.7171	0.39181	0.189203
20 <pt<25 	5<chiso range<12 	177.221	46.5398	69.9945	48.2913	68.1734	0.323538	0.151688
20 <pt<25 	5<chiso range<13 	177.221	46.5398	69.9945	47.8632	68.6694	0.246764	0.11068
20 <pt<25 	6<chiso range<11 	177.221	46.5398	69.9945	51.0728	65.3741	0.791973	0.380371
20 <pt<25 	6<chiso range<12 	177.221	46.5398	69.9945	50.2275	66.3113	0.655513	0.304719
20 <pt<25 	6<chiso range<13 	177.221	46.5398	69.9945	49.4504	67.1736	0.525818	0.234448
20 <pt<25 	7<chiso range<12 	177.221	46.5398	69.9945	51.2799	65.0544	0.824157	0.405651
20 <pt<25 	7<chiso range<13 	177.221	46.5398	69.9945	50.2172	66.207	0.653233	0.312807
