pt range	chiso range	TrueNumber	fitTrue_number	fitTrue_error	closureTrue_test
#######################################################################################
20  <pt<25 	3<chiso range<8 	36.8984	40.098	10.7971	0.296339
20  <pt<25 	3<chiso range<9 	36.8984	39.3804	10.8747	0.228236
20  <pt<25 	3<chiso range<10 	36.8984	39.893	10.8683	0.275535
20  <pt<25 	3<chiso range<11 	36.8984	42.9767	10.7655	0.564609
20  <pt<25 	3<chiso range<12 	36.8984	42.9807	10.7689	0.564802
20  <pt<25 	3<chiso range<13 	36.8984	42.7018	10.7778	0.538459
20  <pt<25 	4<chiso range<9 	36.8984	32.1866	11.2054	0.420494
20  <pt<25 	4<chiso range<10 	36.8984	34.064	11.129	0.254686
20  <pt<25 	4<chiso range<11 	36.8984	38.5534	10.9381	0.151306
20  <pt<25 	4<chiso range<12 	36.8984	39.0564	10.9187	0.197643
20  <pt<25 	4<chiso range<13 	36.8984	38.8727	10.926	0.180697
20  <pt<25 	5<chiso range<10 	36.8984	32.906	11.1708	0.357396
20  <pt<25 	5<chiso range<11 	36.8984	38.794	10.9281	0.173461
20  <pt<25 	5<chiso range<12 	36.8984	39.3772	10.9067	0.227273
20  <pt<25 	5<chiso range<13 	36.8984	39.1429	10.9153	0.205629
20  <pt<25 	6<chiso range<11 	36.8984	38.7618	10.9235	0.170586
20  <pt<25 	6<chiso range<12 	36.8984	39.4304	10.9031	0.232228
20  <pt<25 	6<chiso range<13 	36.8984	39.1657	10.9114	0.207792
20  <pt<25 	7<chiso range<12 	36.8984	37.7601	10.9803	0.0784769
20  <pt<25 	7<chiso range<13 	36.8984	37.5576	10.9873	0.0599965
20  <pt<25 	8<chiso range<13 	36.8984	49.771	10.5043	1.22546
#######################################################################################
25  <pt<30 	3<chiso range<8 	23.6061	26.5581	7.73333	0.381724
25  <pt<30 	3<chiso range<9 	23.6061	25.8016	7.787	0.281944
25  <pt<30 	3<chiso range<10 	23.6061	25.6497	7.79119	0.262296
25  <pt<30 	3<chiso range<11 	23.6061	27.3676	7.69087	0.489086
25  <pt<30 	3<chiso range<12 	23.6061	27.094	7.71464	0.452114
25  <pt<30 	3<chiso range<13 	23.6061	26.9333	7.72361	0.430783
25  <pt<30 	4<chiso range<9 	23.6061	22.3843	7.98592	0.152994
25  <pt<30 	4<chiso range<10 	23.6061	22.6171	7.97095	0.124076
25  <pt<30 	4<chiso range<11 	23.6061	25.1396	7.82095	0.196076
25  <pt<30 	4<chiso range<12 	23.6061	25.0828	7.82944	0.188609
25  <pt<30 	4<chiso range<13 	23.6061	25.0185	7.83326	0.180308
