pt range	chiso range	DataNumber	FakeNumber	TrueNumber	fitFake_number	fitTrue_number	closureFake_test	closureTrue_test
#######################################################################################
20 <pt<25 	3<chiso range<8 	140.583	58.8181	36.8984	55.4958	40.098	0.686264	0.296339
20 <pt<25 	3<chiso range<9 	140.583	58.8181	36.8984	55.9113	39.3804	0.594838	0.228236
20 <pt<25 	3<chiso range<10 	140.583	58.8181	36.8984	55.3538	39.893	0.715584	0.275535
20 <pt<25 	3<chiso range<11 	140.583	58.8181	36.8984	52.2836	42.9767	1.42736	0.564609
20 <pt<25 	3<chiso range<12 	140.583	58.8181	36.8984	52.2836	42.9807	1.42714	0.564802
20 <pt<25 	3<chiso range<13 	140.583	58.8181	36.8984	52.557	42.7018	1.36046	0.538459
20 <pt<25 	4<chiso range<9 	140.583	58.8181	36.8984	63.1349	32.1866	0.782074	0.420494
20 <pt<25 	4<chiso range<10 	140.583	58.8181	36.8984	61.2908	34.064	0.461199	0.254686
20 <pt<25 	4<chiso range<11 	140.583	58.8181	36.8984	56.7722	38.5534	0.411873	0.151306
20 <pt<25 	4<chiso range<12 	140.583	58.8181	36.8984	56.3101	39.0564	0.508975	0.197643
20 <pt<25 	4<chiso range<13 	140.583	58.8181	36.8984	56.4602	38.8727	0.477261	0.180697
20 <pt<25 	5<chiso range<10 	140.583	58.8181	36.8984	62.396	32.906	0.655871	0.357396
20 <pt<25 	5<chiso range<11 	140.583	58.8181	36.8984	56.4657	38.794	0.476129	0.173461
20 <pt<25 	5<chiso range<12 	140.583	58.8181	36.8984	55.9306	39.3772	0.589909	0.227273
20 <pt<25 	5<chiso range<13 	140.583	58.8181	36.8984	56.1347	39.1429	0.546261	0.205629
20 <pt<25 	6<chiso range<11 	140.583	58.8181	36.8984	56.4432	38.7618	0.480994	0.170586
20 <pt<25 	6<chiso range<12 	140.583	58.8181	36.8984	55.8084	39.4304	0.616253	0.232228
20 <pt<25 	6<chiso range<13 	140.583	58.8181	36.8984	56.0564	39.1657	0.563051	0.207792
20 <pt<25 	7<chiso range<12 	140.583	58.8181	36.8984	57.6316	37.7601	0.235148	0.0784769
20 <pt<25 	7<chiso range<13 	140.583	58.8181	36.8984	57.797	37.5576	0.201805	0.0599965
20 <pt<25 	8<chiso range<13 	140.583	58.8181	36.8984	46.5715	49.771	3.00344	1.22546
#######################################################################################
25 <pt<30 	3<chiso range<8 	76.8196	27.0711	23.6061	24.1058	26.5581	0.93635	0.381724
25 <pt<30 	3<chiso range<9 	76.8196	27.0711	23.6061	24.7725	25.8016	0.705893	0.281944
25 <pt<30 	3<chiso range<10 	76.8196	27.0711	23.6061	24.9549	25.6497	0.645348	0.262296
25 <pt<30 	3<chiso range<11 	76.8196	27.0711	23.6061	23.3124	27.3676	1.22691	0.489086
25 <pt<30 	3<chiso range<12 	76.8196	27.0711	23.6061	23.5037	27.094	1.15435	0.452114
25 <pt<30 	3<chiso range<13 	76.8196	27.0711	23.6061	23.6624	26.9333	1.09562	0.430783
25 <pt<30 	4<chiso range<9 	76.8196	27.0711	23.6061	28.1214	22.3843	0.284576	0.152994
25 <pt<30 	4<chiso range<10 	76.8196	27.0711	23.6061	27.9034	22.6171	0.227256	0.124076
25 <pt<30 	4<chiso range<11 	76.8196	27.0711	23.6061	25.4475	25.1396	0.485599	0.196076
25 <pt<30 	4<chiso range<12 	76.8196	27.0711	23.6061	25.4494	25.0828	0.484836	0.188609
25 <pt<30 	4<chiso range<13 	76.8196	27.0711	23.6061	25.5159	25.0185	0.463749	0.180308
25 <pt<30 	5<chiso range<10 	76.8196	27.0711	23.6061	27.2622	23.2451	0.0533827	0.0454934
25 <pt<30 	5<chiso range<11 	76.8196	27.0711	23.6061	24.4374	26.1161	0.819673	0.322954
25 <pt<30 	5<chiso range<12 	76.8196	27.0711	23.6061	24.551	25.9626	0.780589	0.302768
25 <pt<30 	5<chiso range<13 	76.8196	27.0711	23.6061	24.6956	25.8209	0.731524	0.284273
25 <pt<30 	6<chiso range<11 	76.8196	27.0711	23.6061	23.815	26.7235	1.0393	0.402565
25 <pt<30 	6<chiso range<12 	76.8196	27.0711	23.6061	24.0374	26.4748	0.959458	0.369822
25 <pt<30 	6<chiso range<13 	76.8196	27.0711	23.6061	24.2591	26.255	0.881267	0.340948
25 <pt<30 	7<chiso range<12 	76.8196	27.0711	23.6061	25.5755	24.9583	0.444973	0.172567
25 <pt<30 	7<chiso range<13 	76.8196	27.0711	23.6061	25.6785	24.8484	0.412638	0.15838
25 <pt<30 	8<chiso range<13 	76.8196	27.0711	23.6061	22.9337	27.5986	1.37088	0.51862
#######################################################################################
30 <pt<50 	3<chiso range<8 	108.392	29.5321	42.4784	25.7061	46.1354	1.06852	0.399169
30 <pt<50 	3<chiso range<9 	108.392	29.5321	42.4784	23.4261	48.4049	1.87002	0.655049
30 <pt<50 	3<chiso range<10 	108.392	29.5321	42.4784	23.8351	47.9996	1.71505	0.608942
30 <pt<50 	3<chiso range<11 	108.392	29.5321	42.4784	25.0437	46.8622	1.28743	0.480993
30 <pt<50 	3<chiso range<12 	108.392	29.5321	42.4784	25.7172	46.1343	1.06508	0.399107
30 <pt<50 	3<chiso range<13 	108.392	29.5321	42.4784	25.8013	46.0721	1.03847	0.392303
30 <pt<50 	4<chiso range<9 	108.392	29.5321	42.4784	24.6951	47.1118	1.40513	0.508219
30 <pt<50 	4<chiso range<10 	108.392	29.5321	42.4784	24.9838	46.819	1.30607	0.475308
30 <pt<50 	4<chiso range<11 	108.392	29.5321	42.4784	26.3327	45.498	0.872304	0.328327
30 <pt<50 	4<chiso range<12 	108.392	29.5321	42.4784	27.0207	44.7827	0.667171	0.249368
