pt range	chiso range	FakeNumber	fitFake_number	fitFake_Err	closure
40 <pt<50 	7<chiso range<13 	16.6118	14.405	3.46677	0.636558
40 <pt<50 	8<chiso range<13 	16.6118	13.2905	3.19928	1.03814
#######################################################################################
50 <pt<70 	3<chiso range<8 	10.7054	8.75102	2.28966	0.853568
50 <pt<70 	3<chiso range<9 	10.7054	9.3178	2.4431	0.567967
50 <pt<70 	3<chiso range<10 	10.7054	9.4945	2.48854	0.486591
50 <pt<70 	3<chiso range<11 	10.7054	9.31371	2.43668	0.571142
50 <pt<70 	3<chiso range<12 	10.7054	9.59759	2.50613	0.44204
50 <pt<70 	3<chiso range<13 	10.7054	9.85	2.56784	0.33312
50 <pt<70 	4<chiso range<9 	10.7054	9.30548	2.45316	0.57066
50 <pt<70 	4<chiso range<10 	10.7054	9.51702	2.50595	0.474223
50 <pt<70 	4<chiso range<11 	10.7054	9.30266	2.44193	0.574439
50 <pt<70 	4<chiso range<12 	10.7054	9.63856	2.52365	0.422737
50 <pt<70 	4<chiso range<13 	10.7054	9.92742	2.59357	0.299965
50 <pt<70 	5<chiso range<10 	10.7054	10.0088	2.62896	0.264972
50 <pt<70 	5<chiso range<11 	10.7054	9.65888	2.52829	0.413924
50 <pt<70 	5<chiso range<12 	10.7054	10.0521	2.62488	0.248888
50 <pt<70 	5<chiso range<13 	10.7054	10.3664	2.70089	0.125514
50 <pt<70 	6<chiso range<11 	10.7054	9.70971	2.53195	0.39325
50 <pt<70 	6<chiso range<12 	10.7054	10.1862	2.65271	0.195724
50 <pt<70 	6<chiso range<13 	10.7054	10.5339	2.73729	0.0626532
50 <pt<70 	7<chiso range<12 	10.7054	9.8474	2.56322	0.334735
50 <pt<70 	7<chiso range<13 	10.7054	10.3305	2.68182	0.139793
50 <pt<70 	8<chiso range<13 	10.7054	11.8888	3.08148	0.384036
#######################################################################################
70 <pt<400 	3<chiso range<8 	6.02947	4.6145	1.25041	1.1316
70 <pt<400 	3<chiso range<9 	6.02947	4.59373	1.2402	1.15767
70 <pt<400 	3<chiso range<10 	6.02947	4.59882	1.24133	1.15251
70 <pt<400 	3<chiso range<11 	6.02947	4.91937	1.32319	0.838957
70 <pt<400 	3<chiso range<12 	6.02947	4.85948	1.3076	0.894761
70 <pt<400 	3<chiso range<13 	6.02947	5.06758	1.36245	0.706
70 <pt<400 	4<chiso range<9 	6.02947	4.12219	1.11007	1.71816
70 <pt<400 	4<chiso range<10 	6.02947	4.1903	1.12846	1.62981
70 <pt<400 	4<chiso range<11 	6.02947	4.54871	1.22031	1.21343
70 <pt<400 	4<chiso range<12 	6.02947	4.53351	1.21763	1.22858
70 <pt<400 	4<chiso range<13 	6.02947	4.77879	1.28301	0.974801
70 <pt<400 	5<chiso range<10 	6.02947	3.54024	0.952894	2.61228
70 <pt<400 	5<chiso range<11 	6.02947	4.09453	1.0969	1.76401
70 <pt<400 	5<chiso range<12 	6.02947	4.13669	1.10936	1.70619
70 <pt<400 	5<chiso range<13 	6.02947	4.44432	1.19162	1.33025
70 <pt<400 	6<chiso range<11 	6.02947	4.9683	1.33561	0.794521
70 <pt<400 	6<chiso range<12 	6.02947	4.876	1.31206	0.879129
70 <pt<400 	6<chiso range<13 	6.02947	5.17161	1.38981	0.61725
70 <pt<400 	7<chiso range<12 	6.02947	4.77335	1.28559	0.977077
70 <pt<400 	7<chiso range<13 	6.02947	5.12857	1.37932	0.653148
70 <pt<400 	8<chiso range<13 	6.02947	5.60419	1.49403	0.284653
#######################################################################################
